frequency_hz,FP1-F7,F7-T3,T3-T5,T5-O1,FP2-F8,F8-T4,T4-T6,T6-O2,A1-T3,T3-C3,C3-CZ,CZ-C4,C4-T4,T4-A2,FP1-F3,F3-C3,C3-P3,P3-O1,FP2-F4,F4-C4,C4-P4,P4-O2
0.0,-3.192941445522768,-8.920490701825408,-13.60806375272364,-6.123780699492204,-3.2693886427338086,-0.3659773918146829,-2.2362887613127618,-2.0704204090216165,-7.0093965362815345,-1.8827630905079773,-3.82880269741419,-3.2978525081970482,-3.2319829186151816,-1.3331260943523786,0.0,0.0,-2.998455098091746,-2.1131395319899298,-0.1700540748113113,0.0,0.0,-0.5019125565036404
0.17289073305670816,,,,,,,,,,,,,,,,,,,,-1.3348588614093586,-9.524389939150211,0.0
0.1971608832807571,,,,,-0.8336039165303291,,,,,,,,,,,,,,-0.09067598030140545,,,
0.2485089463220676,-2.7058784559169546,,,,,,,,,,,,,,,,,,,,,
0.2615062761506276,,,,,,,-3.528782535308149,,,,,,-3.457663809865162,,,,,,,,,
0.3094059405940594,,,,,,-4.547231629003106,,,,,,,,-5.349697066986888,,,,,,,,
0.3457814661134163,,,,,,,,,,,,,,,,,,,,-27.526265774930103,-15.706006067913876,-13.391597749607001
0.3943217665615142,,,,,-7.494159070864562,,,,,,,,,,,,,,-8.584685356084528,,,
0.49407114624505927,,-4.2668354965482145,-3.8788661215583744,-3.7081519350214407,,,,-4.668801827010045,-3.7309886467238584,-2.080612260740382,-6.318789139523361,-3.3125424026730945,,,-6.2094528736648495,-9.232115913460907,-3.7758037061235186,-6.7774598272989754,,,,
0.4970178926441352,-15.46502984345804,,,,,,,,,,,,,,,,,,,,,
0.5186721991701244,,,,,,,,,,,,,,,,,,,,-17.19321014701987,-15.594630121200709,-20.539080167605817
0.5230125523012552,,,,,,,-8.455582140418624,,,,,,-7.712294588489694,,,,,,,,,
0.5914826498422713,,,,,-16.41422442915877,,,,,,,,,,,,,,-16.421777032076648,,,
0.6188118811881188,,,,,,-14.513080466121412,,,,,,,,-11.01311785567396,,,,,,,,
0.6915629322268326,,,,,,,,,,,,,,,,,,,,-17.63427911066192,-23.09790713908008,-25.080357393757637
0.7455268389662029,-20.422445260662084,,,,,,,,,,,,,,,,,,,,,
0.7845188284518828,,,,,,,-12.232298694194686,,,,,,-14.265040090971532,,,,,,,,,
0.7886435331230284,,,,,-16.39507363780664,,,,,,,,,,,,,,-16.992991711322915,,,
0.8644536652835408,,,,,,,,,,,,,,,,,,,,-36.31560306194929,-23.765637560509163,-24.607852667458886
0.9282178217821782,,,,,,-18.67993898781905,,,,,,,,-17.929622065803056,,,,,,,,
0.9858044164037855,,,,,-17.118870567810426,,,,,,,,,,,,,,-18.399415801489575,,,
0.9881422924901185,,-6.861123672702605,-10.769915378595073,-11.34750360336311,,,,-15.443326999216586,-9.746362361862412,-12.410864931970577,-12.726404563463417,-4.68052314963503,,,-13.97836388259687,-17.090655504387648,-9.992001149208996,-13.511894919567489,,,,
0.9940357852882704,-29.264018764869423,,,,,,,,,,,,,,,,,,,,,
1.0373443983402488,,,,,,,,,,,,,,,,,,,,-24.774462090848303,-29.476020418305154,-24.507532430794384
1.0460251046025104,,,,,,,-17.287322044678216,,,,,,-17.032314116973346,,,,,,,,,
1.1829652996845426,,,,,-17.42851403760669,,,,,,,,,,,,,,-18.850187087050507,,,
1.210235131396957,,,,,,,,,,,,,,,,,,,,-20.742457013757956,-24.069257675174,-28.67370630362447
1.2376237623762376,,,,,,-21.85011724497731,,,,,,,,-22.28007782859223,,,,,,,,
1.242544731610338,-25.993283149781643,,,,,,,,,,,,,,,,,,,,,
1.307531380753138,,,,,,,-15.722955273357584,,,,,,-15.58296110949747,,,,,,,,,
1.3801261829652995,,,,,-31.00676823355034,,,,,,,,,,,,,,-29.502978553123647,,,
1.3831258644536653,,,,,,,,,,,,,,,,,,,,-23.08640465278367,-26.13156702248297,-30.706033381330926
1.4822134387351777,,-12.363116468749375,-12.371798058525384,-12.712443530968493,,,,-16.893428559581015,-15.155178465441914,-11.891720076409525,-14.801507400557805,-9.051198348559543,,,-21.495903024255245,-18.522180902746957,-14.270308260230523,-14.083271104560936,,,,
1.4910536779324057,-31.413099511283423,,,,,,,,,,,,,,,,,,,,,
1.547029702970297,,,,,,-23.22455387906495,,,,,,,,-19.038152364814543,,,,,,,,
1.5560165975103735,,,,,,,,,,,,,,,,,,,,-26.192809324901233,-23.03707785658804,-28.664485678530838
1.5690376569037656,,,,,,,-18.225845795820806,,,,,,-16.61585982442285,,,,,,,,,
1.5772870662460567,,,,,-23.620883582485966,,,,,,,,,,,,,,-22.38565047032708,,,
1.7289073305670817,,,,,,,,,,,,,,,,,,,,-20.935795057780453,-25.711991653740142,-30.317164982338163
1.7395626242544733,-40.787386908018725,,,,,,,,,,,,,,,,,,,,,
1.774447949526814,,,,,-26.78271637728811,,,,,,,,,,,,,,-22.94339956230114,,,
1.8305439330543933,,,,,,,-19.01205908342274,,,,,,-16.435565777450368,,,,,,,,,
1.8564356435643563,,,,,,-26.87888051975838,,,,,,,,-24.92920771685264,,,,,,,,
1.9017980636237897,,,,,,,,,,,,,,,,,,,,-19.729412573649753,-25.587083626186477,-29.07482206384006
1.971608832807571,,,,,-23.424277725071917,,,,,,,,,,,,,,-24.546405819482068,,,
1.976284584980237,,-16.582703188336186,-16.117249773336166,-15.571968048761102,,,,-24.820757115911487,-21.66866206931553,-22.446798590817913,-16.739703490890452,-14.289446758512586,,,-26.311600215538967,-25.883210396778896,-15.287953794659115,-17.31338003207943,,,,
1.9880715705765408,-34.34499503538979,,,,,,,,,,,,,,,,,,,,,
2.0746887966804977,,,,,,,,,,,,,,,,,,,,-21.155808990213615,-29.706138972172354,-30.070616148796283
2.092050209205021,,,,,,,-22.456083414382956,,,,,,-18.094430108087483,,,,,,,,,
2.1658415841584158,,,,,,-26.736798911981452,,,,,,,,-24.901577777079236,,,,,,,,
2.168769716088328,,,,,-28.402606124932,,,,,,,,,,,,,,-24.62110604930796,,,
2.2365805168986084,-38.13110050157014,,,,,,,,,,,,,,,,,,,,,
2.247579529737206,,,,,,,,,,,,,,,,,,,,-24.151437548182486,-39.090166886665756,-34.66829940078386
2.3535564853556483,,,,,,,-22.52447055125553,,,,,,-19.012099182178936,,,,,,,,,
2.365930599369085,,,,,-26.38430727007765,,,,,,,,,,,,,,-27.85800259683088,,,
2.420470262793914,,,,,,,,,,,,,,,,,,,,-29.855696508735825,-45.14067821262379,-36.216220265688435
2.4703557312252964,,-19.092781300983503,-17.925110890755345,-16.800975267401768,,,,-23.526346134407326,-19.999211510824498,-20.54356077878982,-16.178001028884097,-12.257411808226863,,,-25.584082809771324,-24.94176963729693,-17.370072578015748,-16.105131236324876,,,,
2.4752475247524752,,,,,,-28.755428622207717,,,,,,,,-24.47325643364512,,,,,,,,
2.485089463220676,-36.11772621022339,,,,,,,,,,,,,,,,,,,,,
2.5630914826498423,,,,,-27.915663859884894,,,,,,,,,,,,,,-25.566383209051324,,,
2.5933609958506225,,,,,,,,,,,,,,,,,,,,-28.429328718984856,-38.526553283803565,-39.284109260579896
2.615062761506276,,,,,,,-21.161940879451226,,,,,,-20.016525760994487,,,,,,,,,
2.7335984095427435,-46.48566242970785,,,,,,,,,,,,,,,,,,,,,
2.760252365930599,,,,,-28.582672123442755,,,,,,,,,,,,,,-27.053150092355104,,,
2.7662517289073305,,,,,,,,,,,,,,,,,,,,-25.58614537830983,-31.67860594682817,-38.48395373735494
2.7846534653465347,,,,,,-28.00510927103506,,,,,,,,-30.86562839553996,,,,,,,,
2.8765690376569037,,,,,,,-24.3570636221315,,,,,,-19.010522984214447,,,,,,,,,
2.9391424619640385,,,,,,,,,,,,,,,,,,,,-25.123507676625955,-32.31821315498485,-38.46566634948593
2.9574132492113563,,,,,-28.64639626243938,,,,,,,,,,,,,,-29.949425909196123,,,
2.9644268774703555,,-21.873070463511763,-18.651984211342082,-18.15495387303163,,,,-24.07212664764598,-20.59907986601128,-20.439417032961323,-19.84779828119892,-17.03547500132726,,,-30.32070387679239,-29.1523505293347,-16.711277357856094,-21.581894259949845,,,,
2.9821073558648115,-35.94479241736135,,,,,,,,,,,,,,,,,,,,,
3.094059405940594,,,,,,-33.379668604283935,,,,,,,,-27.412667553207125,,,,,,,,
3.112033195020747,,,,,,,,,,,,,,,,,,,,-24.814305652504054,-28.351039213216524,-34.219243441407386
3.1380753138075312,,,,,,,-25.595052869691738,,,,,,-25.06838723288341,,,,,,,,,
3.1545741324921135,,,,,-30.0224561640795,,,,,,,,,,,,,,-38.1704761121113,,,
3.230616302186879,-43.31830245682786,,,,,,,,,,,,,,,,,,,,,
3.284923928077455,,,,,,,,,,,,,,,,,,,,-25.457432359367495,-37.18757091435127,-47.25597665234976
3.3517350157728707,,,,,-28.711577010023014,,,,,,,,,,,,,,-33.66258997678075,,,
3.3995815899581587,,,,,,,-30.502941805648486,,,,,,-22.826671147116357,,,,,,,,,
3.4034653465346536,,,,,,-29.60449188714675,,,,,,,,-27.706403449698186,,,,,,,,
3.4578146611341634,,,,,,,,,,,,,,,,,,,,-38.677783917924195,-45.22980058459827,-39.86116406705672
3.458498023715415,,-23.7313506502433,-18.60908770655013,-21.445650116235182,,,,-23.540042384773244,-23.84041278302484,-22.184915322399863,-20.518521036543532,-17.425542338916607,,,-30.860005467379352,-30.838066135542167,-19.37456901703007,-18.324563629882903,,,,
3.4791252485089466,-48.596895342018804,,,,,,,,,,,,,,,,,,,,,
3.548895899053628,,,,,-31.198105987524336,,,,,,,,,,,,,,-35.91109388328195,,,
3.6307053941908713,,,,,,,,,,,,,,,,,,,,-57.328618122914875,-38.63011588328814,-36.278839976518256
3.6610878661087867,,,,,,,-26.870628078989704,,,,,,-22.09798888735464,,,,,,,,,
3.7128712871287126,,,,,,-29.928005532634554,,,,,,,,-27.356650185545217,,,,,,,,
3.727634194831014,-43.06690607513701,,,,,,,,,,,,,,,,,,,,,
3.7460567823343847,,,,,-31.615457097943498,,,,,,,,,,,,,,-32.48635509666879,,,
3.8035961272475793,,,,,,,,,,,,,,,,,,,,-33.85365145639733,-38.0478703449229,-40.93680788580751
3.922594142259414,,,,,,,-26.045645891583032,,,,,,-20.84226253328072,,,,,,,,,
3.943217665615142,,,,,-33.19200528016315,,,,,,,,,,,,,,-31.499062732039306,,,
3.952569169960474,,-20.3644045706825,-18.729396880596713,-17.799579071552024,,,,-26.72539097894178,-23.972178664651583,-21.901395393723558,-24.157416174539282,-17.110059475131965,,,-29.23133952286986,-28.621252159992878,-20.92839186762582,-17.19606927246008,,,,
3.9761431411530817,-40.27035786181781,,,,,,,,,,,,,,,,,,,,,
3.9764868603042878,,,,,,,,,,,,,,,,,,,,-30.270498230764318,-37.30325463203369,-41.218895429474756
4.022277227722772,,,,,,-32.49062109638673,,,,,,,,-29.23188554256405,,,,,,,,
4.140378548895899,,,,,-40.8392995195811,,,,,,,,,,,,,,-32.43957673865755,,,
4.149377593360995,,,,,,,,,,,,,,,,,,,,-24.789737560126824,-29.768552593026016,-41.207768429361835
4.184100418410042,,,,,,,-30.936536032090604,,,,,,-23.774893708252435,,,,,,,,,
4.22465208747515,-44.4658767299449,,,,,,,,,,,,,,,,,,,,,
4.322268326417704,,,,,,,,,,,,,,,,,,,,-26.92702522601232,-31.671460142851352,-41.480251898196975
4.3316831683168315,,,,,,-33.63828884278114,,,,,,,,-30.028944907457085,,,,,,,,
4.337539432176656,,,,,-33.38928866648499,,,,,,,,,,,,,,-35.54802031164388,,,
4.445606694560669,,,,,,,-24.903582473367404,,,,,,-21.156088435076736,,,,,,,,,
4.446640316205533,,-23.618067863015778,-19.658063130762706,-18.473845312202453,,,,-28.81441939641698,-27.5253938751476,-24.319791359873808,-21.339763877692285,-14.287066337667657,,,-35.68242081077175,-30.800503257663536,-19.594468124910787,-20.51294166472519,,,,
4.473161033797217,-44.01544514803819,,,,,,,,,,,,,,,,,,,,,
4.495159059474412,,,,,,,,,,,,,,,,,,,,-38.09336982064083,-39.77460175847959,-39.97458068954681
4.534700315457413,,,,,-31.441383091180917,,,,,,,,,,,,,,-34.904530649438826,,,
4.641089108910891,,,,,,-37.867681655524216,,,,,,,,-30.580455112466343,,,,,,,,
4.668049792531121,,,,,,,,,,,,,,,,,,,,-32.29812286684517,-37.206737456925175,-35.44842537014228
4.707112970711297,,,,,,,-25.54876689723148,,,,,,-23.8615599826946,,,,,,,,,
4.721669980119285,-39.71742943280264,,,,,,,,,,,,,,,,,,,,,
4.73186119873817,,,,,-34.05457173631959,,,,,,,,,,,,,,-35.54345081308829,,,
4.840940525587828,,,,,,,,,,,,,,,,,,,,-30.779736865369173,-51.02063805352686,-40.81086370486431
4.929022082018927,,,,,-32.57088269419282,,,,,,,,,,,,,,-35.80194253114426,,,
4.940711462450593,,-27.463885413704656,-23.101174529946938,-19.687390548161208,,,,-28.236368467317714,-24.896582399968352,-23.507966509662104,-25.987208744364867,-18.188849048346544,,,-35.717664137802515,-31.85565284388393,-22.83361185598309,-19.1420451932342,,,,
4.9504950495049505,,,,,,-34.86774106555828,,,,,,,,-32.65159016636684,,,,,,,,
4.968619246861924,,,,,,,-26.467296863578703,,,,,,-24.514069880234615,,,,,,,,,
4.970178926441352,-47.47689188280856,,,,,,,,,,,,,,,,,,,,,
5.013831258644537,,,,,,,,,,,,,,,,,,,,-43.316704493957815,-33.157181648118495,-45.30638360985279
5.126182965299685,,,,,-37.901176045360245,,,,,,,,,,,,,,-36.142656547806624,,,
5.186721991701245,,,,,,,,,,,,,,,,,,,,-32.303506926514984,-40.41516813480473,-42.84978100579981
5.21868787276342,-46.25291957645236,,,,,,,,,,,,,,,,,,,,,
5.230125523012552,,,,,,,-28.552709436313698,,,,,,-22.396448430835875,,,,,,,,,
5.25990099009901,,,,,,-34.720864414673,,,,,,,,-28.26966973972935,,,,,,,,
5.323343848580442,,,,,-36.16210310072124,,,,,,,,,,,,,,-35.805198719436746,,,
5.359612724757953,,,,,,,,,,,,,,,,,,,,-37.36792879358693,-38.52903940770352,-50.41126935672981
5.434782608695652,,-24.89598991895473,-22.562574855332187,-20.265915817150933,,,,-27.818671937893026,-26.884902783093143,-24.953236492866697,-25.448067129869482,-19.995233000166188,,,-41.36101129274842,-34.04840709821974,-23.147942768834312,-19.09143576103423,,,,
5.467196819085487,-42.53266951870205,,,,,,,,,,,,,,,,,,,,,
5.49163179916318,,,,,,,-28.991496365350503,,,,,,-26.55021468308431,,,,,,,,,
5.520504731861198,,,,,-37.27182162970041,,,,,,,,,,,,,,-39.59800751866088,,,
5.532503457814661,,,,,,,,,,,,,,,,,,,,-40.18867165124738,-34.08432819727524,-40.80168762567976
5.569306930693069,,,,,,-35.38044193896088,,,,,,,,-31.285354204868174,,,,,,,,
5.7053941908713695,,,,,,,,,,,,,,,,,,,,-30.452428599978802,-40.95473444489953,-43.744597115853274
5.715705765407555,-44.300659040099596,,,,,,,,,,,,,,,,,,,,,
5.717665615141955,,,,,-32.90569089897497,,,,,,,,,,,,,,-33.99314339160335,,,
5.7531380753138075,,,,,,,-28.028972034267486,,,,,,-21.4196649453284,,,,,,,,,
5.878284923928077,,,,,,,,,,,,,,,,,,,,-34.507963290432315,-40.56093866210945,-51.01354054971927
5.878712871287129,,,,,,-38.153584701967915,,,,,,,,-32.00575518068717,,,,,,,,
