frequency_hz,FP1-F7,F7-T3,T3-T5,T5-O1,FP2-F8,F8-T4,T4-T6,T6-O2,T3-C3,C3-CZ,CZ-C4,C4-T4,FP1-F3,F3-C3,C3-P3,P3-O1,FP2-F4,F4-C4,C4-P4,P4-O2,A1-T3,T4-A2
0.0,6333.869640043815,5948.934421967997,5369.8204641067205,6782.75091343526,5359.142864192426,4069.673865511323,4967.093779488224,6451.0981849018235,5442.065948776816,5971.446366481903,6980.031218175783,4803.323821173754,6214.6534376788995,6673.3088256288875,6175.314438703253,6378.187381601542,6026.739580667284,6752.573017711134,6121.225427579729,7401.245542116573,6566.566701195371,5272.17744395123
0.4699248120300752,5256.355837392181,5808.17806136861,4197.284586825329,5616.272768237657,6422.860292429858,5396.486513461534,5231.099012883601,6392.4484155180435,3938.2767072748034,5004.634016756983,5179.181563058817,4452.219989115229,5311.525912715492,5423.892578194991,4348.537857052703,5833.375451622861,6403.56422682825,5673.9533811792,4701.256553342105,5202.699738855432,5264.9679425915965,5404.3174543131245
0.9398496240601504,5031.849733123518,4670.15420965276,4709.116691840886,4391.266438878341,5425.769075666952,5643.334802789993,4518.448556560798,5182.333215683963,4516.53158977889,3928.2398640466704,4826.6500448723755,4552.901503923571,5064.111246185566,4335.604718371254,3854.4265002130064,4310.938723108553,5137.325560821158,4827.940692334789,4460.767956390398,4591.982616179047,4662.952861466582,4898.213891911773
1.4097744360902256,4480.57510507439,4615.1618555376235,3933.464857592495,3806.862028124682,4671.605855845425,4686.170535723701,4270.267682159523,3828.185442236499,4053.2404287462305,3793.9550161272027,4359.556426060206,3821.4732086483896,4399.07026521972,3736.458201348557,3668.254916664843,3456.407263931514,4054.2752983799414,4430.2438409712295,4234.681909880666,3830.711594514915,3823.825209740632,4396.4795096452035
1.8796992481203008,3390.1800740298017,3883.951407718162,3241.1727715707066,2928.504819225035,4021.505057192931,3812.517035811346,3541.37718313914,3389.335064976609,3490.8367211171394,3630.5999843474697,3548.2313022022518,3415.104546406654,3795.139808215643,3173.8221452605776,3219.2196496818674,3186.494858690493,3875.232546386943,3508.121077582553,3438.6196822024367,2995.3016555726567,3523.44860743331,3612.235368912055
2.3496240601503757,3004.21091472799,3401.2112710404645,3152.9966664829585,2673.270970601795,3442.6446149101525,3727.081396959628,3152.180544333057,3004.724258606948,3029.061900642562,3023.3536828095976,3202.3184359610414,3047.387727298146,3598.0888260728084,2888.9232472713015,2721.183854965078,2972.5482458715446,3584.656065880974,3291.480944836638,2894.104093757325,3056.4346110653546,3267.6849766007404,3236.2242175126617
2.819548872180451,3462.0804599795383,3203.5062401199307,2923.8293601578193,2307.49014515628,3323.9898776739524,3626.3793705909734,3228.8792237317234,2771.990072890145,2821.8511196274317,2878.127923543211,3326.851897182818,3210.3222257970992,3299.638927273543,2917.6431066595183,2778.8580592400212,2725.891076641105,3208.912816270939,3350.8112009459924,3097.4133230921757,2640.0498095059734,2789.0268502306726,3226.824204724847
3.2894736842105265,2769.878705633688,2807.574557177588,2528.3071577756714,2491.1086502872536,3281.2088972822185,3403.5788693846357,2973.697409605872,2491.1395262843002,2620.7600770200984,2709.308970209894,2953.9892321106404,3030.2723074624114,3141.359008352952,2382.449333882411,2566.9728692811805,2412.3020999684823,3310.9181595065033,2978.8332132390124,2902.8942853145213,2488.7320722578215,2574.2354162618785,2771.6794542237462
3.7593984962406015,2454.341889765035,2596.6380566002713,2257.395930395051,2119.486983915028,2563.3446863045383,2937.605395117147,2645.047173307355,2338.4508947831787,2149.829016752627,2443.680277189112,2488.0540205674874,2467.037492274535,2700.145369758007,2130.30804642588,2143.0269736486157,2188.0506647361613,2695.2989444334003,2431.1850722584945,2455.748130568947,2128.526354483914,2365.3709702844412,2634.5785111838654
4.2293233082706765,2242.5589077482814,2155.761624959339,2063.1960351073512,1948.884158079315,2669.2585069040006,2506.9909289734032,2172.0456532561348,2040.9378970546468,2034.9805909150386,2019.0680364710051,2011.0884511039517,2015.8381203476004,2463.792766258066,1912.9318617313843,1931.1452442461978,2048.9167903259636,2455.3106622918845,2326.1156922209093,2111.6426505979493,1988.6302606333304,2123.521973265455,2160.842636624826
4.6992481203007515,2268.07609472715,2183.2886993090137,2147.169548983723,2019.508594041444,2384.6210602034826,2438.267171637307,2170.6427118384986,2224.080194297489,2142.9312227549117,2073.775874446072,2127.65113573619,2156.209420177028,2260.068991229487,1841.8971728926492,1848.7379096435657,1858.4969971262185,2478.708376164956,2186.5287462067777,2111.4878132266244,1855.566878250995,2284.7761328138877,2260.623174220589
5.169172932330827,2064.2229522058738,2002.710840467423,1859.6727451782158,1703.7986603284353,2421.745716763858,2301.934488038817,1997.2449760777295,1877.2215613665473,1883.330467751792,1877.6086598127436,1954.8951268515664,2176.663837522427,2146.251188457711,1939.108768951558,1858.5574861193174,1927.5208983378168,2330.4586925594867,1887.7790028898098,2082.7412062287817,1940.2357225685869,1753.0221208552657,2154.5021407262043
5.639097744360902,2261.063871293718,1999.9376707090023,2099.793982857189,1749.4805368879574,2209.0355390726054,2515.14453944083,2159.911524731489,1923.9667994305576,2129.9643179869727,2055.6963543457964,1992.7573219502406,2336.5461844833367,2404.1728212954818,1783.26415276606,1880.7939163328276,1879.6306870900262,1947.6734676002166,1977.7889373687622,2160.312073048828,1703.484297929255,2024.718349132348,2045.7645054188802
6.109022556390977,1922.2429853662723,1693.9451021857526,1791.585114225207,1668.697810795722,1947.3741916647775,1996.5887891126733,1920.0134043336172,1645.366263126863,1856.4163323530054,1759.8320335365092,1760.1660186475178,1928.6110109365957,1795.1506671950108,1482.0910490322115,1470.282029396603,1562.9026229708923,1974.8913463554381,1704.7740238412896,1771.7582897691045,1663.4159552324768,1607.9727857358623,1845.6871934233413
6.578947368421053,2001.8568980244,1549.7635723332228,1696.3924697163122,1398.8523337866968,2084.0248151746728,1918.9447088464947,2093.797136367532,1881.9838663072464,1812.5565065673482,1609.424092866861,1781.4863440010822,2010.3535774060106,1745.6877734141108,1614.0362413112491,1587.1849398595616,1655.4613568561786,2053.3173538018814,1727.8396791071082,1912.5434656118243,1740.3344473482998,1666.4889118234476,2058.1846948779666
7.048872180451128,1625.1649945052416,1559.53734245522,1665.9576330732464,1448.7499462000342,1895.5276693991505,1914.6455192874234,1929.812584909462,1506.4355660297563,1701.1697617181487,1484.6939177852312,1654.9710660243827,1950.2926291724557,1843.0743947547223,1461.9331541204901,1390.543967561436,1479.0756639457509,2054.6254822834785,1693.1004645628616,1677.2471656494806,1541.975180939109,1478.144169994401,1744.0464683227624
7.518796992481203,1776.8540557543795,1489.5067483662656,1694.9254031529713,1361.2053057117162,1827.5995445203168,1992.1520006843566,1933.5154027664476,1391.515608723483,1738.6656011404573,1457.2076495861463,1581.380997700613,1918.4750176801451,1607.0048008546978,1353.3629956774246,1429.7461700981414,1589.3499418358829,1630.5914577672872,1530.199829251907,1657.1720660194833,1540.7403394505573,1627.5133128926868,1868.5533962924042
7.988721804511278,1471.1207166156635,1478.1687312664528,1447.0167023787167,1239.397902037303,1833.0296076809973,1628.3470847971116,1673.411977882903,1580.413434169416,1588.1102576145565,1401.0568119217417,1555.1052960872564,1758.6617250545821,1553.664782342608,1368.6184609065372,1350.3207546879744,1409.6689390071497,1543.9695778806404,1496.3854775777593,1562.136079762216,1350.8765170403178,1410.4916175973856,1633.9406496342958
8.458646616541353,1639.8427491866341,1646.2795837129984,1658.778750184508,1592.4566469328277,1721.7823019571726,1886.5152759898,1829.9277106413238,1410.1468475057359,1730.7766058806617,1467.0679174800664,1562.7954295805637,1727.5180483878655,1869.9508641679092,1405.8884900516691,1277.6268767245851,1630.3252315647135,1732.3271332158906,1599.6302650528683,1672.0317253350672,1295.6787651084135,1589.9269191502017,1848.3684883520282
8.928571428571429,1565.1181542619613,1318.5601871377828,1636.4947894052284,1388.0874732525444,1398.2600230241321,1527.4654950122517,1660.2286809799882,1497.6911650403204,1614.1822418003067,1434.7535722899152,1521.7255685393077,1620.8725078590016,1285.7436355762147,1335.1153858276004,1323.4341475999393,1409.5611206416468,1374.2638343263513,1575.0775428202699,1576.0412004360855,1247.6363644562068,1501.7662440916072,1724.1866382799128
9.398496240601503,1501.93695148751,1358.759566518652,1465.108575117883,1258.593835110195,1655.4576484161882,1571.9212043290415,1695.49875755253,1319.397136147327,1636.9001882684154,1339.788731973054,1364.1508060935555,1745.8072033230014,1525.379280421055,1322.5221363836151,1316.8618590512565,1279.004605664218,1722.4688290286992,1496.2799092151477,1501.0557324427966,1192.0456643687692,1313.1309366354176,1654.1556001778024
