frequency_hz,FP1-F7,FP2-F8,FP1-F3,F3-C3,FP2-F4,F4-C4,F7-T3,T3-T5,T5-O1,F8-T4,T4-T6,T6-O2,A1-T3,T3-C3,C3-CZ,CZ-C4,C4-T4,T4-A2,C3-P3,P3-O1,C4-P4,P4-O2
0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,3.141592653589793,1.5707963267948966,3.141592653589793,3.141592653589793,1.5707963267948966,3.141592653589793,0.0,3.141592653589793,3.141592653589793,0.0,3.141592653589793,0.0,3.141592653589793,3.141592653589793,0.0,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793
0.09796238244514106,,,,,,,,,-1.3396981958156244,2.8141191787646753,1.2826832831061248,-0.24132499713216493,,,-2.427052659816118,-2.443432876242308,3.064134114124079,1.5463457111262588,-2.9833925757575117,2.8519279378082367,1.6480916185613972,
0.09850275807722617,,,,,,,,,,,,,,,,,,,,,,-1.2213087519445192
0.19592476489028213,,,,,,,,,2.684700778884551,0.007045817276023124,0.5607418589398657,0.29075684372547256,,,2.846236922942879,-2.5121937070872637,-2.5940415953720937,0.7546292304011891,2.3802945145893664,2.6086256600233564,1.3097190330807356,
0.19700551615445233,,,,,,,,,,,,,,,,,,,,,,-0.5552184320850333
0.2938871473354232,,,,,,,,,-2.3558700502563132,0.6621166469725935,0.8303619263894586,0.39627141046425296,,,-2.1019606828377544,-2.345792060993276,2.0631094758209545,1.0012943857332919,0.42404685291313726,1.8810901519591965,0.9069640669368937,
0.29550827423167847,,,,,,,,,,,,,,,,,,,,,,0.919318673704934
0.36443148688046645,-0.7206360586128492,1.4652944155329184,-0.6798085900329316,1.2217406510571511,1.5038836029904294,1.2897205944182268,,,,,,,,,,,,,,,,
0.39184952978056425,,,,,,,,,1.392017749157657,2.500706072469659,2.3445070010316584,-0.2764817597042579,,,-0.6453130161361431,0.8150594221201546,1.3375322719788674,2.0942310472666326,1.022288251018616,1.5968250821623307,2.7288235917765458,
0.39401103230890466,,,,,,,,,,,,,,,,,,,,,,1.6015466574400903
0.4432624113475177,,,,,,,,,,,,,-2.0412636952018097,-0.926652352148747,,,,,,,,
0.4612546125461255,,,,,,,-0.1506802945606085,,,,,,,,,,,,,,,
0.46296296296296297,,,,,,,,-1.4331883675551933,,,,,,,,,,,,,,
0.4898119122257053,,,,,,,,,-0.610794254820064,-0.7407420961789438,-1.385852268239525,-1.7491006087310166,,,-1.8551736756683714,0.945491085421262,1.8185856538432552,-0.9553171857956927,-0.3519946702626038,-0.9355733493181114,-0.6906456025315749,
0.49251379038613086,,,,,,,,,,,,,,,,,,,,,,-3.095357212251538
0.5877742946708464,,,,,,,,,2.740183177618136,-0.5955884228625736,-2.712017342553907,-1.503490009578942,,,1.620756629072546,1.2005893451672462,0.5467371851375518,0.6989506859900715,0.5549582698643898,1.8827563017215863,0.17300931137584957,
0.5910165484633569,,,,,,,,,,,,,,,,,,,,,,1.4980591567120487
0.6857366771159874,,,,,,,,,1.1238365606139222,2.480983935541624,2.5648903737742352,1.5485949093935174,,,0.49369953261771415,2.6017077834041658,-0.4531673472170413,2.5264200501001244,1.262764578205076,2.6149664225360922,1.728413218051324,
0.6895193065405831,,,,,,,,,,,,,,,,,,,,,,-1.6610459363416967
0.7288629737609329,-2.3697996454204953,-2.355665573965519,-2.2760457915294836,-0.225511409242651,-2.11530542043747,-0.7182066278492544,,,,,,,,,,,,,,,,
0.7836990595611285,,,,,,,,,0.5034587814444238,-1.4586286385068299,0.015218897533456741,-2.0741050634370373,,,0.07401485703812213,0.8365900509142262,-2.6595162001977215,-0.15744630478128818,0.08096052542066348,-0.5200670833561818,-1.5784409714495,
0.7880220646178093,,,,,,,,,,,,,,,,,,,,,,-0.9192350104053256
0.8816614420062696,,,,,,,,,0.7432659243410148,-1.7240037066222615,2.954037146885624,-1.24375048690451,,,0.541201049754713,0.7107362101348951,0.8269979918964334,0.520991303056425,0.6503680881855767,0.1990654055245579,-2.3543484073273224,
0.8865248226950354,,,,,,,,,,,,,-0.6395610754931765,0.050982205854821494,,,,,,,,
0.8865248226950355,,,,,,,,,,,,,,,,,,,,,,0.7263689293874247
0.922509225092251,,,,,,,2.160171964351539,,,,,,,,,,,,,,,
0.9259259259259259,,,,,,,,-0.2971699450965102,,,,,,,,,,,,,,
0.9796238244514106,,,,,,,,,0.8876102145888916,-2.7243835351994568,-2.497343546097772,1.5308314559337677,,,-1.1839981712363563,1.121214376243441,3.0611414380505355,-2.737389286118012,-2.1017584749831157,-2.914754198304385,0.24638371230566924,
0.9850275807722617,,,,,,,,,,,,,,,,,,,,,,3.004340161936482
1.0775862068965516,,,,,,,,,1.9872045091841761,-0.8456002222165084,-2.981204258436248,-0.3445979556851533,,,1.784121538547019,1.5271638797905773,0.21117434149515282,1.6025153530577059,1.6949888213214523,0.8982842486128916,-0.1501267633583264,
1.083530338849488,,,,,,,,,,,,,,,,,,,,,,2.9068929469073463
1.0932944606413995,1.5809083642692952,-0.26622028407680054,0.32750305401605795,-0.4644552216333314,-0.004055647350426295,1.4074852296781861,,,,,,,,,,,,,,,,
1.1755485893416928,,,,,,,,,1.483369620064545,-1.8861012285512067,-1.3963625934958792,-2.416665181320478,,,0.34579695891243245,1.5658582539403818,1.2073447412745661,0.8517482436155297,-0.07020537724294922,1.742667124142174,2.4985181265777405,
1.1820330969267139,,,,,,,,,,,,,,,,,,,,,,-1.5294900739855255
1.2735109717868338,,,,,,,,,0.32574563101052484,-3.0235075425390923,2.665600596885143,-0.1789661673492985,,,0.007134004410188666,0.684412306736444,-0.2965110387734547,2.3328268543363104,0.05209699110233649,0.13305856246274744,2.624993567438837,
1.28053585500394,,,,,,,,,,,,,,,,,,,,,,-1.5225684078926813
1.3297872340425532,,,,,,,,,,,,,0.5808439376456292,-0.5556438721557244,,,,,,,,
1.3714733542319748,,,,,,,,,-2.406526498613933,0.4953760755254828,1.1754851831680124,-0.18263035213834478,,,1.1311755455297396,2.9508936437653728,0.6212007234646675,1.259359186933943,1.106584911194207,-1.3504622287420167,-0.22271260337143653,
1.3790386130811663,,,,,,,,,,,,,,,,,,,,,,1.0801939025152476
1.3837638376383765,,,,,,,-0.20773003693829983,,,,,,,,,,,,,,,
1.3888888888888888,,,,,,,,-1.066936422111633,,,,,,,,,,,,,,
1.4577259475218658,2.603167857938779,1.9320405567338346,2.4278645341163756,1.9434410487062803,2.156806743953592,2.1913949181559556,,,,,,,,,,,,,,,,
1.469435736677116,,,,,,,,,2.8758952905198365,-2.5115261135198628,-2.891507902577354,-0.9499409403057761,,,0.6924652562254013,1.2201821324969502,0.8549939431449414,1.6216536486366495,0.8868624758600193,2.1954922139244943,-2.082441253640066,
1.4775413711583925,,,,,,,,,,,,,,,,,,,,,,0.6539659074839056
1.567398119122257,,,,,,,,,0.6756737454219466,2.33867655273594,-2.854600271164023,0.06725387020602391,,,2.9334971844527042,-1.2878065260125202,2.8224139743620786,3.0236590172037077,3.0538705220533786,1.9366475345774432,1.4907968581379767,
1.5760441292356187,,,,,,,,,,,,,,,,,,,,,,-3.1118173773672035
1.665360501567398,,,,,,,,,-1.000841771692319,1.2824001505963636,-2.332752601967343,-0.028889236720085587,,,-2.6966987593900607,-2.3013977992810255,1.419619477855425,1.7721511207777592,2.921578998552701,-2.217541401615646,2.043681642907099,
1.6745468873128448,,,,,,,,,,,,,,,,,,,,,,0.9546992861703325
1.7633228840125392,,,,,,,,,1.1018325080213516,-1.6026715613313147,-1.0372417496470683,-1.0537964004895999,,,1.367401189521788,2.097784256896258,0.6114739168089823,-1.178202884703743,1.0463906552799904,1.3219614241404576,-1.1355917172674774,
1.7730496453900708,,,,,,,,,,,,,-1.0677589238440488,0.01041649441524084,,,,,,,,
1.773049645390071,,,,,,,,,,,,,,,,,,,,,,-0.7063726002287648
1.8221574344023321,0.973912598660191,-0.3559053006518091,-0.9885307662753067,-1.3500230850605526,-0.28376663154888954,0.10614829185678992,,,,,,,,,,,,,,,,
1.845018450184502,,,,,,,1.0707798022763844,,,,,,,,,,,,,,,
1.8518518518518519,,,,,,,,-1.3672766612889142,,,,,,,,,,,,,,
