frequency_hz,FP1-F7,F7-T3,FP2-F8,F8-T4,FP1-F3,F3-C3,FP2-F4,F4-C4,T3-T5,T5-O1,T4-T6,T6-O2,A1-T3,T3-C3,C3-CZ,CZ-C4,C4-T4,T4-A2,C3-P3,P3-O1,C4-P4,P4-O2
0.0,1.3050328929658908,1.4681299002069916,1.3181650109420404,1.4299663112891443,1.2087808896937904,1.6460440550245883,1.323531849487555,1.4946365048896861,1.6117736222765018,1.451996604600324,1.6117736222765018,1.5156806662056015,1.5573707171641702,1.5305194979027192,1.5571372283010274,1.5432384965002488,1.6895960489894675,1.5446163880149808,1.6379243749485237,1.420546243362341,1.8188167994467208,1.43300717532166
0.12218963831867058,0.5436354453162352,0.5137872010101392,0.591509528777635,0.6315409546134888,0.5231781994957114,0.7821106907694149,0.6126979284071472,0.6874073012403116,0.3549674512382074,0.3766965988582672,0.4910802406113506,0.3153628134537338,0.26561730500531683,0.506995127965787,0.5260613147566895,0.29874603840738717,0.6375159030774853,0.4217109003161681,0.35058021711359394,0.3929015556874604,0.5103447372516534,0.3847428275977107
0.24437927663734116,0.2530237289986099,0.3210347291004048,0.28571253644910066,0.33619030008885126,0.2364292706789857,0.36565621171603324,0.30132860691864144,0.38884964398736616,0.23333119847948305,0.1051757557876513,0.3946575709818547,-0.04893492018028076,-0.06173270251618657,-0.11164054093020517,0.14724664485777123,0.18367222189236698,0.4977731222608113,0.202851708129423,0.19284245275004033,0.38427219752939146,0.3153807300166143,0.24529486044763427
0.36656891495601174,0.09752878941740846,0.09222941333477486,0.09364394168456001,0.0756802483936396,0.11153310151755304,0.05264267890691219,0.08295747530666979,0.1830137713389385,0.1007742735044174,-0.13794286289965374,0.13443629519799621,-0.18883284634961056,-0.12048916973993966,-0.13038306180233594,0.15851279375116958,0.17776657338627472,0.2403517127750418,0.14544698148557983,0.0689201713998414,0.28908549269930595,0.012435930203915334,0.0747525824224739
0.4887585532746823,0.08140726188387991,-0.13824886033280043,0.07131317845901074,-0.04996276930782211,0.09498719229522039,-0.07143619953881239,0.030928302932156072,0.06314769985014484,-0.0591744091537885,-0.1319230145616429,-0.06212874858789456,-0.09056184679264866,0.15628312281129808,0.016157272554913275,0.06102984144453283,0.0679664608089981,-0.0963246381015178,-0.05314076548660958,-0.1894861686136686,-0.047825091245010554,-0.23942649260621657,-0.08877241033725279
0.6109481915933529,0.14129094635932274,-0.02943359487942026,0.13435724405175542,0.12939835390484306,0.1388835811316366,0.0516581478455449,0.0426494244980345,0.11541670759805545,-0.012582518920440322,0.08372078716788618,0.02968785544329178,-0.052989688044761535,-0.1424883523340935,-0.06039229467381317,0.0007539126999130441,-0.14620424331002396,0.15099290548808086,0.17706889023122405,0.09925650219181396,0.10011365471774548,0.207951816666,0.054954643965102676
0.7331378299120235,0.1784635306088006,0.03357837776162007,0.18345090811774453,0.09495511476611608,0.2130709004798738,0.06983373871212868,0.1446615111346262,0.21028160914583466,-0.09727223293218218,0.15546405501259003,0.0314728342610525,-0.03997133736286675,0.156122476057308,0.05017631256680295,0.036293733294312645,-0.03934408634345763,-0.117837083550439,-0.09599487904607341,-0.06087229161295152,-0.17654530671426039,-0.06551994177515354,-0.11810713044794664
0.855327468230694,0.13682449737618252,0.06400520650989867,0.11294585795200801,0.1034461760047571,0.17603216643868497,0.07992723149260872,0.12799841387313834,0.16790162338325537,0.014093148635241486,0.09764188359182296,-0.12310930122542872,0.04469197181382893,0.2874468461404612,0.18901050575434322,-0.0012647534102750793,-0.19441368354192376,-0.030693328222160622,-0.14601582708059876,-0.035348857650057346,-0.09207370224244203,-0.05216806534629594,0.046683145156543336
0.9775171065493646,0.13685806592023583,0.02708367606375013,0.161848507642837,-0.04138657939899154,0.16431596327571954,0.03653665180486056,0.1484812090975884,0.1732228999125948,0.08357799710878416,0.27584110344319973,-0.07775017143897048,-0.09704033133747422,0.06325839609546778,-0.06025728197907455,0.15598074985853516,0.02160882357458074,-0.0025905657141984356,-0.09516125343354703,0.07667343536126721,0.07719448899423138,-0.16212155664109937,0.007940333138981927
1.099706744868035,0.12145772477078697,0.05641667221787258,0.0916971366127618,-0.025353639043839388,0.09386021669459632,0.014972937824770592,0.0841815484996551,0.05577818725239221,-0.18846884529182706,-0.09138409093190916,-0.0075475065098508,0.06019003299556707,0.1360327924812928,-0.10567948650680792,0.015489335679138067,-0.08633914517274276,-0.17997787357997994,-0.03153560862527976,-0.02017659976570941,-0.1591892157742727,-0.18260996804761648,-0.06571458939098533
1.2218963831867058,0.12965863008707307,0.05384164641099991,0.10307205471096402,-0.024288957309867066,0.10200192499829444,0.046395577167678115,0.04714382877087545,0.08713298430260184,0.0184488144144638,-0.21972082734353166,0.0012383969735640689,-0.20705959014553826,0.20649992225857813,0.11195431290259879,-0.12146040427850259,0.015799826118566077,-0.06498373658433033,0.009094369306805277,-0.028261297989459498,-0.24572743518066228,-0.1860053971697908,0.031066423507132745
1.3440860215053765,0.16697178975056562,0.1273377244542356,0.13235753911323708,-0.04109049098779979,0.12349839551201854,0.08417773280662715,0.0883672861954503,0.1395542078222524,-0.08994787937981524,-0.25089051914351457,0.07976662936273961,-0.07463628371104813,0.14771014933843102,0.09656225715228434,-0.22009153568757533,0.009406798849142483,-0.18137252707110196,-0.12866639308363145,-0.24117536992993147,-0.08338066301262166,-0.3268562540414448,-0.07128201727001068
1.466275659824047,0.20398562959903246,0.024629621076264804,0.08806511420453175,0.038364308451615696,0.14496717542676063,0.12478071886968761,0.09493895331484846,0.13656991877747068,-0.06586718044679242,-0.19725396523044397,0.037098602931063825,-0.014983230830248601,0.15916656376944796,-0.04073266110541756,-0.17108772343646933,-0.034929430458009426,-0.1364658890567721,0.10853257813859504,-0.0868762179843637,0.028578157031507102,-0.13433892446485818,0.07981268152998028
1.5884652981427174,0.1916316550282775,-0.1516294715864627,0.06474705931849528,0.08877258262166265,0.15450629949379122,-0.03076030683146971,0.05430549195357683,0.1407352392154389,0.0007453438556234641,-0.14861751587392757,-0.0810685590209395,-0.2451258585146646,0.22372948481651453,-0.10408810222939886,-0.23465849735105318,-0.13051723848873625,-0.01934177004235573,-0.06104207854884258,0.01780611839359662,0.012927367562067568,-0.3300140738610255,-0.12380695136568717
1.710654936461388,0.16801540061361053,-0.07551645687523675,0.06621415637756624,0.0270408929413243,0.15108968990365138,-0.036319249458312046,0.12227558702388894,0.03898587452959765,0.01985288873249562,0.004906599435549708,0.120891396077196,-0.2012036941173966,0.30169210150358905,0.08153954342193141,-0.06780580669884183,-0.26769083844883174,-0.039819550468377686,0.028582804033967533,0.20959400919527837,-0.006226851817140236,-0.04003658843524994,-0.1882509399667467
1.8328445747800588,0.16515186153357553,0.10446937321487507,0.10107331506040823,0.15691685151934923,0.13516577600903998,0.043638690521332214,0.10504417798499534,0.19056138952812346,0.1259978805333981,-0.03583365439410004,0.17671753811787197,0.06987154532854391,0.11903801139690659,-0.20809186556332476,0.037232905814560895,-0.12520023904276256,0.42000863983548753,0.2819347091489579,0.32205209890422853,0.22284975277867633,0.2278945050238091,0.1004656279085163
1.9550342130987293,0.15511418417124534,0.2387252494020405,0.1220968278742583,0.1708227186460854,0.1317638066269283,0.1433811620427811,0.1202602316656421,0.13991513188098778,0.16771824949655784,-0.10322543997838164,0.12420392466313009,0.16077386443745598,-0.04787368088046308,-0.22050504882205352,0.12886922658956107,0.07968346108716157,0.20428192042356264,0.34529424958805993,0.2201477586254485,0.21454647044034186,0.2528179824985834,0.1350956736166479
