frequency_hz,FP1-F7,F7-T3,T3-T5,T5-O1,FP2-F8,F8-T4,T4-T6,T6-O2,A1-T3,T3-C3,C3-CZ,CZ-C4,C4-T4,T4-A2,FP1-F3,F3-C3,C3-P3,P3-O1,FP2-F4,F4-C4,C4-P4,P4-O2
0.0,2073.218782327008,1959.1934858799737,1505.9502823522444,868.0180633197818,1352.0199106734588,2149.3996191562737,3281.815487407132,2331.6399183424082,2211.4906940657356,1174.7077198144657,3025.0946635549917,2097.1952358909125,1316.3251228425463,4283.456630082408,2110.8593283226814,2011.0092585348052,1915.6329739371267,1237.0843663496921,2009.1112450467106,2636.3289944806156,1810.6605079850883,2471.044267962504
0.02982581722739203,2726.286527057821,2979.559687790331,3081.000469672323,2708.9045060166277,3054.1131798482484,,,,3314.534426950788,2367.9267010656663,,,,,3319.0729505014915,2338.8868807096815,3914.835866278491,3644.908047554383,,,,
0.03955696202531646,,,,,,,,4384.231618105077,,,,,,,,,,,,,,
0.05965163445478406,4090.1621181869873,3340.624028104838,4190.381575020352,5539.145991286282,3961.1413332867164,,,,4159.703363213246,4047.346833309488,,,,,4697.562453028322,3064.67809178798,6011.304553423233,5450.477892488211,,,,
0.07118451025056947,,,,,,4733.426029711401,3293.1090136107077,,,,,,4029.1399586258235,4588.458856441299,,,,,3210.197658770009,3677.165471313939,3291.3721446847244,5639.650827198219
0.07911392405063292,,,,,,,,4149.735473031949,,,,,,,,,,,,,,
0.08947745168217609,5878.708528410065,5134.149239112584,5508.271347242211,5508.810614282972,5367.584174723456,,,,4874.909143252714,5975.65920298496,,,,,3906.3585298030453,5379.59866770451,5317.099930944201,4919.2307323600935,,,,
0.09720062208398134,,,,,,,,,,,,5163.746662947013,,,,,,,,,,
0.10831889081455806,,,,,,,,,,,3443.8033076453107,,,,,,,,,,,
0.11867088607594937,,,,,,,,5581.893881906311,,,,,,,,,,,,,,
0.11930326890956812,5811.960244502963,4367.437527183796,7228.915284035002,6709.363624059838,4068.2616270792937,,,,4124.387023279903,5442.875485419109,,,,,4923.812756696823,4912.626681302424,6096.380742556055,8225.314413367341,,,,
0.14236902050113895,,,,,,5272.8089670561285,4870.930412020761,,,,,,5088.114275199701,5619.475495253262,,,,,4596.8981400069415,4606.128474137258,5028.4601927961,4804.340055193018
0.14912908613696016,5806.63603678384,5704.704297684972,4113.943412235077,4563.078158263902,6296.00649461843,,,,4749.10243381414,4468.288729915129,,,,,6899.404580173594,6429.623970346906,5026.211704971639,6004.108311191389,,,,
0.15822784810126583,,,,,,,,5509.075814853005,,,,,,,,,,,,,,
0.17895490336435219,4585.124046958195,5284.85895189158,5730.434260351768,6667.678297329043,4312.789271217965,,,,3639.943978751568,5224.556851497684,,,,,4639.1593549651925,5018.837326507732,5757.907837929145,5781.629022269832,,,,
0.19440124416796267,,,,,,,,,,,,3826.4097856265194,,,,,,,,,,
0.19778481012658228,,,,,,,,5218.646645078637,,,,,,,,,,,,,,
0.2087807205917442,4068.89926452753,3627.6679973511327,3531.5336381124725,4852.155158554501,3562.3911124509104,,,,3370.1662640829095,3862.7206661467576,,,,,3858.8786525765563,3903.002518319013,4541.617878838792,5571.543641194436,,,,
0.2135535307517084,,,,,,6053.631693840413,6875.117944416081,,,,,,6247.104861106367,7048.390958894106,,,,,4756.828687791694,5022.396769773912,4479.240477458513,5555.480374385077
0.21663778162911612,,,,,,,,,,,3493.08524620942,,,,,,,,,,,
0.23734177215189875,,,,,,,,5647.567917053649,,,,,,,,,,,,,,
0.23860653781913624,4047.86210774557,5315.621565367536,4947.948325705359,3657.678186265008,4361.167781605522,,,,4285.481347983475,4546.468167259724,,,,,4546.208262597643,5059.808212719037,5291.991056216335,5259.033026325786,,,,
0.2684323550465283,4777.809279369563,3867.7779247770095,5192.175651296209,5252.750507547031,3436.43771853342,,,,4078.6887252907063,5428.840729243174,,,,,3673.5808257684034,4342.79784301621,5805.812191034256,4856.731373107283,,,,
0.2768987341772152,,,,,,,,4711.063123361324,,,,,,,,,,,,,,
