frequency_hz,FP1-F7,F7-T3,FP2-F8,F8-T4,FP1-F3,F3-C3,FP2-F4,F4-C4,T3-T5,T5-O1,T4-T6,T6-O2,A1-T3,T3-C3,C3-CZ,CZ-C4,C4-T4,T4-A2,C3-P3,P3-O1,C4-P4,P4-O2
0.0,-8.886419432235105,-6.42198748454468,-8.93906837933067,-7.173786806974202,-8.618165412649276,-5.564913859941232,-8.538797720408759,-6.9425119673538624,-4.869946580866316,-4.284348184098053,-5.049540119624782,-5.798783067011412,-5.085269984658906,-6.190061005392057,-3.8564559580856512,-4.301845229298044,-4.667946513360243,-5.194920837092267,-3.317713240182238,-4.165887783853936,-8.256003688157648,-4.903285454504874
0.42662116040955633,,,,,,-7.926081004249297,,-5.349598650458377,-5.343579724785438,-5.667639983010411,-4.235580205330643,-4.458072823633088,-6.058030634938681,-7.044201288687587,-7.214755586282476,-6.581828345882409,-4.496632551663755,-5.573443258820078,-6.615688742387004,-6.252800766384205,-4.468379508918945,-5.059792677824009
0.4921259842519685,,,,,-5.141544877080703,,-4.6596189114542215,,,,,,,,,,,,,,,
0.49800796812749004,-4.773732286866396,-5.376800800405608,-4.530327542764405,-4.848333182641086,,,,,,,,,,,,,,,,,,
0.8532423208191127,,,,,,-9.306514324789696,,-7.292148495056373,-7.421177991049473,-7.377951430781937,-8.246070041658783,-8.965099624558984,-7.590256655686412,-7.685418371435337,-8.553549319180416,-8.83746003307885,-7.146454413576057,-8.619174579370467,-10.283985895686316,-9.510951798927163,-7.877468058128035,-8.924683333695858
0.984251968503937,,,,,-7.359529460776016,,-7.061795156295325,,,,,,,,,,,,,,,
0.9960159362549801,-8.389384293003419,-7.5698550239375875,-6.9988912222127,-6.578685271897395,,,,,,,,,,,,,,,,,,
1.279863481228669,,,,,,-11.15775413016531,,-8.565532998377243,-12.028705062560661,-10.39795883980775,-9.94956321431121,-10.430749267415328,-10.009467368714468,-10.177652364570177,-10.792954118679658,-8.939010362253176,-9.961564433079579,-9.592940634685043,-11.919944092503176,-10.84567372067548,-9.685425388953508,-11.503933215907981
1.4763779527559056,,,,,-9.720000492937853,,-8.992709438060697,,,,,,,,,,,,,,,
1.4940239043824701,-10.02728122326814,-10.761095114398373,-10.238043560322774,-10.439993704480392,,,,,,,,,,,,,,,,,,
1.7064846416382253,,,,,,-12.683241065782646,,-11.18148800184292,-11.854648716676097,-12.88213093451571,-12.194754098769838,-11.892476787864824,-11.50830192170857,-11.982880906484452,-13.176437759893247,-11.19287366702424,-11.276941830227198,-12.442789504165134,-12.521324574289224,-12.936679343369889,-12.582622096890608,-13.48950584518992
1.968503937007874,,,,,-11.994442076759633,,-11.717876864721651,,,,,,,,,,,,,,,
1.9920318725099602,-12.689846655851884,-12.284244909347448,-11.73726847034137,-10.877191317479136,,,,,,,,,,,,,,,,,,
2.1331058020477816,,,,,,-13.548928956041745,,-12.329739179873435,-12.24338419587251,-15.731732588295792,-15.56844079619277,-14.172970412181021,-13.477158876682283,-13.025255629345121,-15.947459622986027,-12.71414980151582,-12.430101879916155,-13.123643945381065,-15.859392609962324,-13.903590537929595,-13.57405647854111,-16.535271262289875
2.4606299212598426,,,,,-13.497198628004753,,-13.356427886147149,,,,,,,,,,,,,,,
2.49003984063745,-15.073382633831676,-14.847881034800237,-13.43962288236351,-12.955515699730746,,,,,,,,,,,,,,,,,,
2.559726962457338,,,,,,-14.483016857610586,,-12.987589730106775,-17.41838611839236,-16.49316065764044,-16.14883449794591,-16.28458348984633,-15.670313490819737,-13.234600821966463,-15.308639046369677,-15.375774797398313,-14.38838551250118,-13.446462778752581,-17.33854153514584,-16.30129103785374,-15.858456508114491,-16.40221819986326
2.952755905511811,,,,,-14.502448364213473,,-14.035745708262791,,,,,,,,,,,,,,,
2.9863481228668944,,,,,,-17.17219508775272,,-14.692305246802249,-18.47515878063122,-17.363474606665456,-16.458110540817195,-17.892269553877405,-17.60674834840446,-14.774051835332566,-18.25240212044009,-17.903250762514265,-15.131025417988072,-16.479479803362654,-18.08435327470303,-18.56186481047614,-17.85054374062448,-18.88571600276272
2.9880478087649402,-14.965480543576145,-15.045703622652395,-15.060546523023406,-14.38330917067614,,,,,,,,,,,,,,,,,,
3.4129692832764507,,,,,,-17.503001511209135,,-15.59979672822428,-17.73613105100593,-18.626868567810856,-16.341725848148815,-18.81747894761988,-16.841672005362476,-16.733521840353266,-17.609738273690727,-16.249656089022686,-16.324550989903397,-17.131370512158394,-19.378620457415394,-17.97418504734356,-17.711432661229953,-20.015980243370183
3.4448818897637796,,,,,-16.876306123030957,,-15.96333644136499,,,,,,,,,,,,,,,
3.4860557768924303,-17.69098052266777,-17.451010027144356,-16.96164776967496,-16.978803783552767,,,,,,,,,,,,,,,,,,
3.839590443686007,,,,,,-19.187692971534105,,-16.268112677844297,-20.15202429143898,-19.84164271818881,-18.241103578485752,-21.100903847402225,-19.15986003419465,-16.70841896137541,-18.408465685121403,-18.511668879996474,-16.524870709494007,-17.01548810070478,-21.187899354594375,-19.411648653915712,-19.045751347041804,-21.58728167337826
3.937007874015748,,,,,-17.880429721641573,,-16.65745188414805,,,,,,,,,,,,,,,
3.9840637450199203,-18.813687307012042,-17.328213914515306,-18.031771342326437,-17.73001027376168,,,,,,,,,,,,,,,,,,
4.266211604095563,,,,,,-19.85347605438278,,-16.563249623032224,-20.761688175352877,-19.56909479396664,-20.37804360481049,-21.797177914531172,-20.679983141343847,-18.408242881875317,-20.543650557936864,-19.773513497380797,-16.813483898960975,-18.24105009406452,-19.194047893955556,-20.153467859609616,-20.315199116750794,-21.563506791605324
4.429133858267717,,,,,-18.87020233717305,,-19.016619316725958,,,,,,,,,,,,,,,
4.482071713147411,-19.086090199231634,-18.290248065845667,-19.015507252503063,-19.02941144419454,,,,,,,,,,,,,,,,,,
