frequency_hz,FP1-F7,F7-T3,T3-T5,T5-O1,FP2-F8,T6-O2,A1-T3,C4-T4,T4-A2,FP1-F3,FP2-F4,F4-C4,C4-P4,F8-T4,T4-T6,T3-C3,CZ-C4,P4-O2,C3-CZ,F3-C3,C3-P3,P3-O1
0.0,1.5449804579600925,1.6203550586416524,1.715653624943133,1.609677423992786,1.5842219364256223,1.7977218749434976,1.6055100577737917,1.2217304763960273,1.585119697555941,1.7433626838230742,1.9188170698572473,1.7229941427366275,1.5707963267948923,1.7026952549990484,1.948904004811767,1.9688455322225011,1.4978098308024024,1.7379023190071154,1.261787213327045,1.9310165370749242,1.4005622421176138,1.5367543011367994
0.12218963831867058,0.5081064714400482,0.6068886980869597,0.8236023185502704,0.4544988189863736,0.4739432240348692,0.48148804798975414,0.3079993280050684,0.14675139405856147,0.5848653673551353,0.7775742252406544,0.8084892801657247,0.865018446900061,0.3778841075520992,0.7265947971044984,0.8617584713887847,0.8141805693285262,0.6449801719135672,0.41572073600668286,0.342260167221712,0.8256493169337892,0.46776507242830906,0.3917264249588653
0.24437927663734116,0.14135496586268725,0.20895031545279588,0.44796820036952345,0.10516382932650344,0.016382843107009427,0.09452354100456332,-0.12110260993166899,-0.2082446492268148,0.3661840092016996,0.3752716579695319,0.3961912381383393,0.4386438599358063,-0.15273330725919856,0.391954923311971,0.513029365228843,0.412234790197388,0.2924580841468328,0.11183687125067754,-0.10320259129239004,0.4336506175116712,0.008492308324890861,0.027103008336820084
0.36656891495601174,0.00757762633175564,0.06808772198501971,0.32343506643345643,-0.028890552178270978,-0.09822251627206051,-0.17625907304345947,-0.2549116356916763,-0.35149397668112276,0.1670983876039739,0.20648303735093476,0.20528716688645815,0.2721853144171181,-0.2187914159126107,0.13503842492384718,0.30890532841922036,0.28572214881551156,0.13902549668874978,-0.1090181744176675,-0.1821945829399143,0.21171804413501505,-0.19482712271168792,-0.06108021070210059
0.4887585532746823,-0.010236239237723627,0.11565719577813,0.14188150527406543,-0.10971296277631506,-0.06634638444991459,-0.16717724096143383,-0.18969689451734398,-0.2830913851661845,0.12923954186891998,0.1905979683531913,0.11271106619660239,0.11659274276242236,-0.2446060824156868,0.09380332418683253,0.14272859731582405,0.1483790885445509,-0.03224894161015874,-0.17950258097152588,-0.18113055213265095,0.21144386547998778,-0.07453461918858545,-0.12315364473911093
0.6109481915933529,0.05930659446666234,0.026139421767683708,0.14936894332698938,-0.0866395839946684,-0.03436655317048792,-0.1800538126531012,-0.23388182559394288,-0.2547928932914053,0.08390613541454849,0.20108003948997352,0.17420975482181597,0.16323307991982833,-0.21902229389110772,0.07134566193623715,0.10661654888711587,0.18683110788845658,0.0046275102751373596,-0.12874961161768148,-0.16350384887886324,0.1955136588235882,-0.052396739094282926,-0.11925621447148992
0.7331378299120235,0.07848609208083285,0.03360901661342016,0.1414476629826912,-0.0656429145477105,0.04671649744755467,-0.22710428388449433,-0.1897583975732553,-0.2559419797087511,0.12541846802402848,0.15898734706425324,0.11203692204277249,0.1639175930191015,-0.15904254282515998,0.10190962143069371,0.016631989662218256,0.18738030799342048,0.07282265174867125,-0.16879249157894233,-0.19133997866188254,0.13337444349433378,-0.07182723254336858,-0.11936411659752005
0.855327468230694,0.06745780017444769,0.01833581921795425,0.1616409931871262,-0.04265910602084851,0.04517475253674447,-0.1370858377374138,-0.2740264494450581,-0.2385831765435022,0.1060607406223516,0.13333566459689405,0.10171070043863839,0.22485139725860442,-0.09443791761227162,0.12264053132839446,0.14987883447720315,0.18222459182344156,0.02402064076796423,-0.17580900514551637,-0.20185058424986074,0.20746962620320605,0.014047643750224588,-0.12664347716212998
0.9775171065493646,0.007928118026782206,0.022964945820767465,0.17099913833540856,-0.0697586102562231,0.027181082727036645,-0.13699938487998783,-0.19282624756060265,-0.20257693681117614,0.1156771837756173,0.08056672411899915,0.027727636041825994,0.05941142182354157,-0.1602120041365931,0.1207620284909343,0.10061671271165408,0.18354540394870705,0.0392067024721015,-0.12267195303858215,-0.10615727837561131,0.058227037512129466,-0.056534131756894666,-0.12186428057408644
1.099706744868035,-0.005207204304201836,-0.015275467287009625,0.10634071938677654,-0.0815539936490005,0.09526199196028784,-0.0740603407708618,-0.0892926838772826,-0.08704036736691409,0.002448742999623117,0.09450305052709768,0.04917887754301036,0.10943268559886014,-0.21323365017750792,0.1486397735257146,0.1692340228590486,0.04239352048344667,0.07955531623428795,-0.05030877023860176,-0.108860954764352,0.047264553990049286,-0.11714211320389314,0.09314942863636823
1.2218963831867058,0.01944222589605599,0.07758172781426147,0.16220742000876115,0.021665694997714435,0.09622378071790924,-0.08658371661085197,-0.13978406213287747,-0.10906874139078122,0.0017098762736953291,0.10810781763059842,0.018617201787129892,0.13262306628745674,-0.10481607029234187,0.18600035827086323,0.15109944587028482,0.16183257657121222,0.05005733287987239,-0.07921260231637872,-0.14560847234198224,0.09587048385264921,-0.04945898927676334,-0.09746266705861842
1.3440860215053765,-0.008468039943174669,0.010898989696316863,0.15649203305819345,-0.15823380060173706,0.01922967554653222,-0.04142636393110251,-0.05755886432975278,-0.12934678773454716,-0.005588225164521485,0.07296581400455317,0.022617965025787574,0.11949296543264357,0.00946627558151144,0.1315982029636026,0.19183117742111944,0.15127117194114303,0.012781499814828661,-0.045341174993330326,-0.11966990561425773,0.1937188283260949,0.003835046916506377,-0.1969603715013812
