frequency_hz,FP1-F7,F7-T3,T3-T5,T5-O1,FP2-F8,T6-O2,A1-T3,C4-T4,T4-A2,FP1-F3,FP2-F4,F4-C4,C4-P4,F8-T4,T4-T6,T3-C3,CZ-C4,P4-O2,C3-CZ,F3-C3,C3-P3,P3-O1
0.0,-5.896770207946333,-6.444666778028773,-7.147419529520552,-6.229713654382584,-6.808780528802,-6.332605027374945,-6.584321488602967,-6.167146017855432,-6.366356432749357,-5.764894222827032,-5.213679413597549,-6.3524811953383,-5.653803224263733,-6.672927439058539,-6.121619781193886,-7.157813986484225,-5.926806395646751,-5.996313362209074,-6.752985251383893,-5.032965622294949,-5.974770689391531,-6.1112667426383895
0.12218963831867058,-4.945074906971256,-4.67302978342729,-4.841267395364631,-4.9374307449782,-4.598886165806986,-5.466368227005082,-4.956393543100876,-4.6659987831344365,-5.068079286524544,-4.663849344838695,-5.007130411351522,-4.994329184638187,-4.764710856198058,-4.448704350242211,-5.079643241012728,-5.008578261572824,-5.06841563900382,-5.03196722655703,-5.0466023434696075,-4.575056272904829,-5.485247290342571,-5.414672130472137
0.24437927663734116,-7.27588862697491,-6.565962738485807,-7.060565447953385,-7.760618468900826,-6.828079301225248,-7.777403172368678,-7.142393494436689,-6.961232854598171,-7.116942313270747,-7.058622012029374,-7.59114553892207,-6.384741652320222,-6.755246787495181,-6.4153381468789545,-6.614313727690114,-6.919854076510602,-7.234107336033319,-7.806782031595754,-7.224815085219214,-7.390743036504467,-7.927446484872089,-7.0648971598489645
0.36656891495601174,-9.635533822459566,-9.018795064712616,-8.829678349442547,-10.212080521968424,-9.036212876515497,-10.718780469504104,-9.575591632521261,-9.067154273615163,-9.705875948525396,-9.801882622796372,-10.142003775834562,-8.955417669763046,-9.107065845112068,-9.155801207175333,-9.01638180534065,-8.957067886414238,-9.468015999056501,-10.618413565625955,-9.852572380622771,-9.65351861194364,-10.671525332400146,-9.39886966102977
0.4887585532746823,-11.88688826100075,-11.210641024707657,-10.634843093573494,-12.303040162757506,-11.090838923671521,-12.929147224795036,-11.315360060654607,-10.992341206764213,-11.795343158284403,-12.095529960054535,-12.532764895694209,-11.17834908081207,-11.310141911100628,-11.55268892472337,-11.096869616498884,-10.702554454525878,-11.199029386016328,-12.576936357154523,-12.033371892473312,-11.795766116072977,-12.734937594522696,-11.580696613491757
0.6109481915933529,-13.898776281596692,-13.236165454030436,-12.502914684861587,-14.38990816867218,-13.203689530969756,-14.840336395049327,-13.4687173490485,-13.040111467889979,-14.061104096831723,-14.382282192532347,-14.471686283573376,-13.231336598407353,-13.502545694463267,-13.580152619271269,-12.993255559157818,-12.808061472202027,-13.293029130498649,-14.404891052735355,-13.663262815359955,-13.601856419511734,-14.577104753881262,-13.712257360585026
0.7331378299120235,-15.274007657937936,-15.074355929052269,-14.2016464221792,-15.959779318772831,-15.11555810715635,-16.758295693380767,-15.52425939781811,-14.672171510549221,-16.080524117241378,-15.816978312774593,-15.886391219955835,-14.653339873404665,-15.302228906803427,-15.18124861232249,-14.78857451751402,-14.5699307073888,-14.941093077026968,-16.0970701234323,-15.6017759426471,-15.128480597204595,-16.12965956226422,-15.36315225232208
0.855327468230694,-16.736314728019988,-16.520247650275216,-15.504358409687786,-17.33326980466773,-16.537553697061053,-18.18251149039466,-16.91740087691921,-16.069547906842434,-17.572866297741633,-17.32802563930955,-17.36073473979073,-16.190888238767474,-16.83477558265741,-16.85742997268936,-16.42829137903144,-16.057224084494194,-16.3733725005947,-17.835325112966053,-16.88157466419302,-16.341739678145892,-17.27539656291037,-16.736286133052783
0.9775171065493646,-17.93802062298905,-17.84001927245071,-16.881591099778163,-18.496136090025313,-17.589028389352094,-19.346806989729114,-18.136792371481082,-17.481083951993025,-18.5498281947718,-18.5576267701952,-18.570674058842187,-17.581038994027082,-18.173963192982377,-18.25020126994182,-17.717736793554863,-17.23619352773572,-17.80137693744021,-19.045025919691454,-18.175703439517495,-17.704138674413674,-18.217968457938476,-17.835002849322645
1.099706744868035,-18.959222520902724,-18.828286842417285,-17.732495949463004,-19.535402767596054,-18.785968130504994,-20.61813535103514,-19.038663328673234,-18.52470746812511,-19.602151648569656,-19.63702286716788,-19.592094836265233,-18.874879320021197,-19.518431944828862,-19.413261416616052,-18.99164558070948,-18.252250134034835,-18.928408334732303,-19.94566102886294,-19.004507621272833,-18.656700141528763,-19.660182231074213,-19.065361670324503
