frequency_hz,FP1-F7,F7-T3,T3-T5,T5-O1,FP2-F8,T6-O2,A1-T3,C4-T4,T4-A2,FP1-F3,FP2-F4,F4-C4,C4-P4,F8-T4,T4-T6,T3-C3,CZ-C4,P4-O2,C3-CZ,F3-C3,C3-P3,P3-O1
0.0,6936.658845293072,6626.54736738626,6339.8049995794245,6823.784099874908,6553.340080738081,6737.3349719353855,6587.6122476645505,6684.103196193802,6478.113637387216,6913.883877491551,7288.3822737502405,6574.207314018441,6841.256861671425,6465.14395693378,6645.155341068466,6212.153129883967,6768.160828279093,6786.314316894021,6443.526932717368,7262.134792151157,6799.35187674888,6569.383095705386
0.12218963831867058,6912.159540542304,6978.872789307574,6914.087425323843,6851.14889401333,7087.6508634064985,6597.291929579345,6848.969152462147,7011.336260770661,6800.6502695752615,7026.456397754833,6906.136001384385,6931.848222627545,6929.105933321949,7111.884244167094,6818.811643520314,6783.79681628735,6792.725714828737,6628.77794521202,6843.3592345559155,7061.166952904743,6620.3135370522305,6618.284618882349
0.24437927663734116,5583.098309702732,5879.404355851148,5711.716674769234,5314.086475541486,5764.1858450330155,5309.502920679942,5626.319085825223,5699.74864164507,5655.49928673304,5652.591608649335,5444.541625776673,6049.348650486072,5816.854594320328,5953.5098361192495,5835.028233595989,5698.900387476531,5624.732087330802,5303.540221743965,5613.142758255003,5530.916318092891,5276.271281319546,5715.69290975606
0.36656891495601174,4463.458853899389,4705.4183710003645,4801.9283665065,4266.620390839283,4639.570113508138,4063.3335152107875,4484.439124003764,4675.8876505143835,4446.128280266696,4349.4473542428,4237.004883586658,4838.751764475183,4692.52960346031,4653.201537393518,4753.046703565528,4700.420323153215,4634.2891696063225,4195.729558305998,4403.831867600559,4433.147199071176,4185.4125799623,4706.97690777215
0.4887585532746823,3637.7129917619936,3829.9598799319047,4081.3466632863515,3508.854082637953,3840.3791899511875,3312.597753767809,3758.984020147782,3939.712460473036,3662.523025017826,3493.2417252718024,3358.057841941316,3949.968541119796,3864.8772397367893,3743.5529241263603,3914.683041491264,3929.753082268852,3967.9083417683037,3486.9312198075354,3629.3773514023296,3615.5197753463376,3457.4237584016337,3834.9255794139476
0.6109481915933529,2982.025851580832,3139.2987804614468,3388.934139209969,2912.2120370840844,3128.6560500797877,2760.7156081795724,3049.639512991848,3264.6289659894132,2995.656499010454,2830.9159313801774,2770.2309640344492,3223.7534320197715,3149.2152715550797,3069.996343746831,3241.788728287373,3232.827633366473,3221.135421205439,2921.356154601782,3081.7674779506465,3019.260086177859,2865.976850738986,3138.616061949755
0.7331378299120235,2545.12923348454,2550.54638209108,2827.916290339645,2463.9887311964912,2615.0244382350597,2295.6503179601264,2482.957201430681,2761.395799057384,2442.491816801432,2384.2437986235714,2368.3113084902807,2720.7193403855854,2596.9841423419034,2595.744697087251,2677.711356714715,2702.5861257889223,2714.232496340044,2434.846372153855,2595.489045800225,2625.4839173495366,2462.839008436786,2635.984172784553
0.855327468230694,2194.9506397668733,2176.5064308030583,2475.0820493263154,2077.3253633438444,2254.7193622951827,1975.008408140211,2150.2622869035968,2355.306404319726,2065.669863739695,2050.5810616867125,2026.8935832534546,2300.661155817608,2208.6915783757727,2246.605836230667,2210.325029018096,2332.2534580407328,2292.4838495864674,2022.0090141225828,2218.522305604902,2290.5423006589785,2141.388226548327,2248.476861686425
0.9775171065493646,1914.0560698679903,1905.8663305541504,2164.4002764162115,1811.4632425840207,1990.990600191255,1707.830715266691,1866.8131413263966,2067.325999581132,1841.1666306000584,1795.7071936801747,1775.4468803079335,1994.1995834551208,1896.1999524200635,1943.824441854225,1919.6143413008022,2066.8530071591504,1951.1784034058314,1739.996823672876,1940.6223832894307,1959.8273469202552,1950.071581291219,1960.5004439488282
1.099706744868035,1734.1720416062142,1723.349133987264,1995.0518535795427,1621.116392325134,1789.2035888733792,1528.129251080933,1681.744060047199,1860.183046248149,1659.8132490696373,1637.0969748182777,1619.8807210423945,1736.1465706927681,1667.7108274530142,1720.8437309613653,1690.075769383895,1900.6109604418289,1722.6723854795316,1584.0671546857905,1735.0328053432802,1757.0995864699312,1707.8482311357743,1737.483724939564
