frequency_hz,FP1-F7,F7-T3,T3-T5,T5-O1,FP2-F8,F8-T4,T4-T6,T6-O2,A1-T3,T3-C3,C3-CZ,CZ-C4,C4-T4,T4-A2,FP1-F3,F3-C3,C3-P3,P3-O1,FP2-F4,F4-C4,C4-P4,P4-O2
0.0,3592.317027814173,4431.083588393253,4990.3288479597095,2336.4799779301575,2504.584771021849,2642.919447837099,3577.377779213937,4263.6507532883315,5874.325511776225,5207.561164226549,3894.246093887119,2108.554363170182,3594.5849495451603,3386.984580187349,5163.443985010685,3650.8519148737196,3663.6910173639512,5971.718672412389,3809.0443168063775,2301.3466919091215,3786.212823969717,3545.22636606958
0.12218963831867058,4807.05447469579,3473.444651994213,3427.0225757202356,3168.5447899276523,4774.0536985092995,5184.111883137904,4570.678488332767,4053.3604212033924,3647.703890320848,4208.0246702115755,3993.29846751676,4802.932148511674,4129.232122482759,3517.840917326474,4418.712657228809,3876.0862926383234,3167.967271809727,4475.207211472666,4495.813400633491,3707.478965492437,3094.066186962462,5028.954956376173
0.24437927663734116,3067.667401741328,2748.5150125254586,1802.5213887475193,1698.9205037185845,3635.283825565873,4349.286547885335,4117.879525217193,3018.233490296388,1656.0815861369126,2597.7877632871205,2257.8318681007668,2566.115249914128,2823.4994998142347,3559.6536967227767,2100.4952815022966,2471.22768496814,1988.014343488504,2479.495707121315,1636.0368205415339,1636.7335010197382,2100.565433509188,2396.7726743438307
0.36656891495601174,2663.819032307289,1566.9714423117218,1170.2155776767186,1052.395067353555,2930.2546259065966,2488.222512644229,2883.506260174503,2406.96457995368,1019.5117975181658,1467.668125600094,1510.2957637376296,1509.7310741328588,2439.7828933401415,2948.3257955275953,1936.5803377042544,1452.008146686313,927.2054849140371,1752.8170093130454,1795.2279604751627,911.7783015094517,1013.1350714903954,1775.856914782421
0.4887585532746823,1677.0882770679657,1046.3301395021724,982.9238097445592,630.4734059033403,1737.9286324348577,1598.8518381893666,2304.1636262661746,1987.938409112218,890.8103294340583,1217.6402915267142,970.3853326070691,753.3515841262225,1588.545230979106,2733.402149808194,1479.97636080173,1855.776879452319,829.9029162840176,1583.4528978132553,1289.3395652466215,758.5200032552091,789.7920190771638,1829.5995515244015
0.6109481915933529,1890.4776426958317,1407.2319190488427,619.6191459775347,704.7193145246281,1938.6299797234963,1866.7376973340727,1546.414992832749,1464.8945956074895,591.2472747753341,1099.5566800507665,753.0339304844823,611.1952177743523,1650.2039677117425,1623.590334752778,1297.1500213463744,1600.5022477514224,878.9248892850788,622.4990285891026,1646.4021800476387,729.4894595746844,624.1049667945891,1124.8648688965043
0.7331378299120235,1380.9936692074652,992.1793067962226,572.9649552279708,718.8065125927942,1675.5291561953186,1779.0261186418415,1516.6490726393422,1244.7404825326971,553.8087830122245,1497.3474085426963,1039.849737786426,569.5677326785725,1294.1863241885258,1626.3531580906945,1064.5669035101403,1474.9687509345536,651.707088919301,1323.0916579205016,1014.027677118517,611.9791300499278,754.8874043330837,1428.3065771919676
0.855327468230694,1034.039733386738,846.6754847064434,565.9450839232754,580.2937368299243,1168.8045110424891,1382.1930822667252,1259.6222754482453,1002.256001773834,456.95666892246857,1005.6683876584766,425.517767499683,430.9581139160693,1206.8435081250757,1256.61244416939,692.8383789933126,1277.7809394298342,601.3008124916098,968.6979425125845,624.9565129906808,418.2139364676923,378.62894657725593,861.2696789070854
0.9775171065493646,1270.4463527889657,487.8804820953201,387.66189777240487,365.0957347322576,1165.2744458336197,861.432163021022,1076.8266089112142,879.5121394695707,447.93589295911664,791.0975708835323,481.88836881206225,439.88799892279224,659.6857136589292,1059.032160185056,880.3259796778993,709.3618164042588,440.0261253515151,781.333885515284,720.7891128152913,426.36784305485435,507.0323215210514,839.6133919709639
1.099706744868035,1180.439655409915,654.3834651556796,432.94156492786306,386.6404971931506,1114.4212405758385,735.6068025323069,901.3843960092978,746.8932746975687,397.67277337107697,699.2111905458759,688.8903333632863,411.28072658966386,847.928260077029,985.5145557828105,897.13621472437,885.2749306461553,619.4467037164337,712.7534124153598,678.0727608391354,530.5268939188501,445.59543439161513,818.6496804767722
