frequency_hz,FP1-F7,F7-T3,FP2-F8,FP1-F3,F3-C3,FP2-F4,F4-C4,T3-T5,T5-O1,F8-T4,T4-T6,T6-O2,A1-T3,T3-C3,C3-CZ,CZ-C4,C4-T4,T4-A2,C3-P3,P3-O1,C4-P4,P4-O2
0.0,5411.405840124822,7070.690597624699,5108.002691020231,5157.271968223109,8194.947531872032,5227.61465291425,6559.144668408779,8641.444890154367,7134.509808516473,6920.410704809131,5578.972733950791,3689.593825010249,8984.508911716204,6732.260655089468,7306.775862323662,7006.271715394089,7615.655181892307,7304.9710360533145,5993.7614492743,6532.298994033165,7663.509826476046,7831.933464806274
0.12218963831867058,6713.294542057837,5329.842510654218,6426.827870012487,6598.199839911218,6784.808016098742,6161.693475011706,5846.232031418766,6979.251551201363,5714.748200250256,5641.571979373358,6555.386335399798,4625.855423107265,6725.678281795453,5032.804333272846,6093.299358376052,6068.307315315894,6287.091147228645,6907.153374836622,5657.784137050693,5875.430612786778,6430.371714638478,5950.553545680609
0.24437927663734116,6470.576437543072,5364.636605974014,6015.303834747646,5780.400019135252,5878.458610071135,5562.099705996141,6670.780572043478,6526.069883648997,4951.296716830332,6208.148521493076,6021.3045878401035,5852.0769274011345,4539.39763267883,4295.585955403371,6135.1729794883695,6831.487720479652,5357.479134791846,6846.986078923965,5472.3891443715065,5986.755775605661,5909.938529780471,5598.719212942092
0.36656891495601174,5109.591007923879,5706.240979289088,5127.132692039823,5000.997310177166,3934.4583032249784,5045.0407258660125,6104.026870104347,5635.615709362156,4267.267938737202,5966.236903871502,7371.528278430056,7736.09649362298,3005.2214102964053,3844.311809836474,5815.2760585543865,7287.20820333616,4158.772122416712,7259.01359747129,5129.234820182332,6324.1124269487445,5472.813121854516,5552.853104235671
0.4887585532746823,4393.71715854609,4910.523673733183,4645.297488583547,4264.829208949752,3434.062164532631,4318.393378927041,5322.700914826457,4334.751148905988,3299.523968716846,5294.945278963966,5700.345621848641,5594.312295639147,2933.486575391401,3990.2396712501136,4529.133026919223,5599.301422759369,3659.0913653145203,6086.681652075955,4584.628169436178,5529.140971729542,4711.572840782985,4210.064922208166
0.6109481915933529,4343.474588761849,4203.465903305528,4810.118675854253,4404.986700126826,2857.0422834262304,4508.681139746341,4775.125273007168,3234.4533046453744,2106.487564100933,5343.700511122429,3886.331166222536,5292.470585431372,2987.5576461816186,3810.6569606677663,3651.2931781429247,4515.132456951831,3943.1412623193673,4681.395150401053,3958.1147866959677,4632.043601159308,4626.824220009459,3939.461638173638
0.7331378299120235,3307.3007183467193,4199.258373001479,4082.1265953398365,3881.60928472481,2876.635307005671,3970.137467796162,3953.73404197138,2704.828688944521,2275.6915607398682,4237.662779314009,4346.440274309838,3935.3580537040116,3529.6813065169426,3422.8092562963334,3343.55963440956,3771.3097852544856,3012.7979526465597,3816.929528146649,3317.348012100477,4204.138380337345,4059.3783348090583,3491.167318798376
0.855327468230694,2832.257177402191,4706.20747595088,3277.832507349007,3267.796115557546,2551.4597384142176,3358.770456979306,3904.953927111073,2214.4705818030898,1860.4045007384796,3420.155986201421,3048.2926684170925,3371.383055931251,3419.0506827800164,3006.7200320812694,3274.963276389766,3031.2103604226027,2990.421343247362,3233.608686608645,3004.941221013462,3707.3869751967136,3743.014822472253,3203.1580573146316
0.9775171065493646,2333.662331484741,4406.000887906405,2877.811181884445,2459.681144096544,2037.1120315433768,2637.5525426278487,3087.0527236489447,2671.973375208634,1706.9445319794163,2595.477389454875,3256.093547734976,2650.0863787289763,2923.1212268945665,2710.1016198375155,2711.881677036965,2597.5658534722634,2343.991289255255,3336.6559850890926,2610.2334283492796,2827.4639295999573,3100.1969595366163,2181.512736283562
1.099706744868035,2315.693254295971,4157.074719648488,2751.6040202883596,2350.454483382289,1718.1210726536347,2500.0189564519546,3127.4390873564216,2795.5519191997746,1604.4160977891363,2255.087133070017,3574.9505111758867,1954.7632044597947,2464.736336049096,2761.5990068876486,2094.6393964233225,2032.5592700446534,2107.89827368026,3758.3688178083667,2487.3804476771998,2437.610234321415,3031.1537731359517,2423.93079300322
