frequency_hz,F7-T3,T3-T5,T5-O1,F8-T4,T4-T6,T6-O2,A1-T3,T3-C3,C3-CZ,CZ-C4,C4-T4,T4-A2,P4-O2,FP1-F7,FP2-F8,FP1-F3,FP2-F4,F4-C4,C4-P4,F3-C3,C3-P3,P3-O1
0.0,6638.854961589492,6262.12538373483,6336.785245118449,6767.007827947236,6351.3776429835725,5349.008354338368,6269.016626537605,6819.449912306972,6541.031451057627,6143.385257650403,6107.062541814986,6338.201892249609,6222.8667779226535,6708.345788334288,6659.044175631729,7018.571623182353,6493.386696848188,6360.812851784179,6021.602985082207,7113.264235794193,5974.404870319049,6237.051515354705
0.12218963831867058,6877.892073021759,6913.10585526253,7194.240126838719,7229.02456829968,7081.420481273472,6778.872152442565,6325.892344735843,6773.597025340945,6999.070325520989,7086.441200559583,7046.050172201795,6998.480207692716,6929.038590021171,6596.132686573334,7072.938467303617,6745.381798253901,7068.187840415206,6741.519622076534,7071.101014632056,7106.438301271263,6986.875323628715,7084.284820110719
0.24437927663734116,6177.988998046333,6229.940703353951,6194.687068069502,6342.631065954019,6240.5077935724275,5362.9736701942165,5660.193861007186,5932.884100773942,5973.881884578094,6057.778563014267,6391.02314945951,6247.043495911562,5965.274132290063,5635.667308727281,6626.057831385736,5724.18251075124,6311.684388350941,6060.878500083525,6297.537066666554,5959.737955682617,6043.643650353106,6201.891204734057
0.36656891495601174,4953.667753196303,5085.162425533393,4799.692617846757,5042.640759041359,5197.474576445236,4196.481512993624,4446.913883491221,4930.115534210258,4568.992285030094,4863.013343319059,5259.789097248594,5001.878695664752,4718.202986825947,4471.338598134921,5254.163594784797,4364.970761262879,4931.440518649801,4882.3202634056015,5038.728256254213,4731.736203183765,4871.477281315792,5079.3129289346925
0.4887585532746823,3855.70581240808,4098.318258825857,3564.785089922199,3798.4531976102985,4055.430468611852,3084.7846879194162,3516.494221727392,3959.296171531035,3597.323480685224,3676.9922094224835,3939.6291403613504,3755.3956110005242,3551.3209561086524,3483.0761098864855,3907.5947452894216,3220.609153193497,3585.506614287229,3823.6706186649076,3798.9939859094807,3669.850620118939,3765.3216034799257,3834.079694062616
0.6109481915933529,2974.6782768008584,3265.338313110017,2847.3384808864535,2990.436339476264,3203.2899147548915,2453.439223769557,2710.108038152788,3141.1562956763155,2933.839041255092,3007.9145219502525,3027.1679593046297,2880.5529033804733,2728.887532545089,3032.83491071314,2809.3449579848643,2577.4860970142777,2793.7068944176563,3221.183876018775,3141.450269400446,3044.82564137461,3053.7143627606965,3028.4257873515867
0.7331378299120235,2487.1924863938784,2652.834991238975,2239.9277209184866,2432.061065598953,2579.5085877717943,1888.5866960289313,2235.129559251497,2639.483452115418,2464.2723807339294,2515.053961103129,2539.464248449699,2335.6429771356434,2205.1010876161727,2546.7979767691436,2220.063455612329,2113.135794174337,2233.734025921734,2873.296185943161,2644.245166578341,2582.131828690362,2603.0764566911685,2459.8484143705805
0.855327468230694,2033.1787611916277,2127.032252490108,1841.659508410297,2110.5534368432723,2122.33989546332,1521.4026495598762,1887.695060224808,2229.5602807085406,2073.824344685749,2122.8893597677543,2189.04712414468,1928.9054329582302,1795.2007977815626,2247.987373181092,1788.1191334976957,1823.594928623774,1852.0234690878306,2529.0005743293427,2245.9709296061887,2236.1891657789815,2211.076884849308,2015.3090963011382
0.9775171065493646,1679.353828800198,1847.8617962447613,1476.848126120094,1816.0518322158784,1722.1619861529055,1292.406011319169,1618.1025275168806,1917.7944544183117,1852.8221273975423,1953.221443112515,1918.2286476959814,1708.1268030940457,1574.0335148753745,2009.9752420777972,1583.7930225835576,1640.8993388011174,1682.4729106948892,2279.2073345235044,1978.8786195653868,1948.9931120345477,1876.5805589061968,1610.6860917455913
1.099706744868035,1550.3318549995931,1643.0295847924856,1336.6657757423422,1628.6129241639896,1442.3290590302672,1090.425064559357,1445.601568632573,1692.506321209708,1716.795537817232,1774.2153614957263,1637.5277132715014,1486.001392677077,1374.6989741565235,1857.5015874460764,1379.7961021988356,1455.0080808301468,1500.2097142881535,2083.9641580666976,1721.5516512939973,1782.8371850488354,1656.9875562504644,1403.2529098867421
1.2218963831867058,1404.1841028865217,1488.9577597030805,1225.8690021911739,1516.240767605292,1278.5583062576789,983.0762940652593,1302.7109910743604,1549.2017675831662,1601.7216215205713,1627.9197405317605,1441.5474739689412,1276.3492488311006,1214.2231540310502,1695.1314766132793,1191.3596038553985,1356.2272735979805,1295.2870651760445,1951.926961341508,1569.5684311209582,1581.7048372042698,1417.0836199803152,1203.844075929712
1.3440860215053765,1279.8319578784285,1354.4232191768024,1121.365736434355,1353.926772067939,1126.4363158072322,904.4229401904079,1183.8348820344183,1426.2193994894756,1485.9242816011972,1500.6556377424629,1378.5693265677887,1196.213186233508,1092.133275312825,1534.78829193797,1081.9227693348896,1216.4837218676976,1095.888692266231,1745.0881622061054,1436.5343098386832,1450.0105452833936,1270.4224390267912,1109.90770743815
