frequency_hz,FP1-F7,F7-T3,FP2-F8,FP1-F3,F3-C3,FP2-F4,F4-C4,T3-T5,T5-O1,F8-T4,T4-T6,T6-O2,A1-T3,T3-C3,C3-CZ,CZ-C4,C4-T4,T4-A2,C3-P3,P3-O1,C4-P4,P4-O2
0.0,0.8767235312343609,2.243994752564138,0.9497838255038911,1.5342661796601322,2.6927937030769655,1.1689647083124814,2.243994752564138,1.0471975511965976,1.2566370614359172,2.0943951023931953,2.0943951023931953,1.8849555921538759,2.0943951023931953,1.5707963267948966,0.5235987755982988,2.6179938779914944,1.0471975511965976,1.5707963267948966,1.0471975511965976,1.8849555921538759,1.0471975511965976,1.8849555921538759
0.3943217665615142,,-0.5020296876243481,,,0.8429674373357112,,-0.09560352955351473,0.08608394510278228,-0.30532696837402307,-0.6791157266605992,-0.5225774064399653,-1.2880495693364007,0.18772054122306467,0.2173210088213446,0.1346597359460532,0.9232395086487247,0.235004546356428,-0.4000746925468917,0.0177309117537862,-0.485300354440358,-0.7384488941656423,-0.13997506624732275
0.423728813559322,,,0.18341405824325582,,,,,,,,,,,,,,,,,,,
0.4340277777777778,-0.013544153242317404,,,,,,,,,,,,,,,,,,,,,
0.4370629370629371,,,,0.2132334612261423,,0.3654379843901444,,,,,,,,,,,,,,,,
0.7886435331230284,,0.18867996506690604,,,-0.6228688282343201,,-0.8852422483408606,-0.4547804940889569,-0.566364001876014,0.00851007979070062,-0.7058914078193319,-1.0233269961084464,-0.43029119692787093,-0.023356363258060193,0.06254691448457596,0.9177514772549745,-0.7251991486823567,0.5753754284651861,-0.33000849038451424,-0.5355442283332358,-0.16413526896343086,-0.0274336394054572
0.847457627118644,,,-0.2733587673171591,,,,,,,,,,,,,,,,,,,
0.8680555555555556,-0.11940286603560894,,,,,,,,,,,,,,,,,,,,,
0.8741258741258742,,,,-0.10453454313697845,,-0.15409149702188793,,,,,,,,,,,,,,,,
1.1829652996845426,,-0.23396871943709857,,,0.5499307194221356,,0.16400260288667717,-1.0076022403249658,0.04838493418241012,0.010908461610983152,0.2553038739251818,-0.6410489866458503,0.8268361673174497,-0.4593333045354808,0.18187416111796115,-0.2410975999305951,0.7428815068523779,0.10343089425461172,-0.8091091570597609,-1.0464954767482753,-0.3572965390656188,0.7922730080780023
1.271186440677966,,,0.23036111076396182,,,,,,,,,,,,,,,,,,,
1.3020833333333335,-0.6736027739298741,,,,,,,,,,,,,,,,,,,,,
1.3111888111888113,,,,0.577898263804026,,0.39651039568207413,,,,,,,,,,,,,,,,
1.5772870662460567,,1.445814215341977,,,-0.023137635067062418,,-0.11971654625690921,0.7229369380007796,1.2029839359936545,1.3706165376558979,-0.15592521857833871,0.0071838591841605955,-0.11510685670507799,0.6124186121377029,-0.23179300411811085,-0.8396007069171573,-0.7711819301933565,-0.029178436719047907,0.029111404648523718,-0.5869829629922981,0.06790670970974728,-0.6005694478245429
1.694915254237288,,,-0.11071798988181691,,,,,,,,,,,,,,,,,,,
1.7361111111111112,-0.3633641798882806,,,,,,,,,,,,,,,,,,,,,
1.7482517482517483,,,,0.13935326092386544,,0.2000051525222232,,,,,,,,,,,,,,,,
1.971608832807571,,0.282309734209271,,,1.4728615548851531,,0.6427829673236977,0.12533625920700686,-0.8490643278434551,0.9841432043682533,0.10178801493260707,0.13913970417713548,-1.0019055116262245,-0.5246204350103563,-0.11484645268739957,0.5192790676996909,1.3442951134002443,-0.10167868057035956,0.19937538517074063,0.08359465755905467,-0.17683483545861736,-0.700138311778093
2.11864406779661,,,0.20801285984744175,,,,,,,,,,,,,,,,,,,
2.170138888888889,-0.23579538919862839,,,,,,,,,,,,,,,,,,,,,
2.1853146853146854,,,,0.09494673171664189,,0.2527614804282248,,,,,,,,,,,,,,,,
2.365930599369085,,-0.08108939018021659,,,0.7582506170962791,,0.3431683872874287,-0.9525101199310946,0.36116408452652593,0.12953293293296872,-0.6080323266956285,-0.1080622238691293,-0.5071554648355511,-0.05693182565812551,1.1721539458844712,0.021781363917949825,0.11938440093496287,1.2837815223263476,1.2000993209619755,-0.26302011052672575,0.10642762125216902,-0.8746168929672871
2.542372881355932,,,0.033993789540838495,,,,,,,,,,,,,,,,,,,
2.604166666666667,0.21365965106001192,,,,,,,,,,,,,,,,,,,,,
2.6223776223776225,,,,0.24430265470945292,,0.20033022126209155,,,,,,,,,,,,,,,,
2.760252365930599,,0.0660642163336653,,,0.7702639722956365,,-0.013192821074778831,-0.6676398789713104,0.2161512212976889,0.10763181324896993,-0.18285913279036967,-0.534091683527927,0.2882622202784769,-0.49421593311507417,1.0484404159957288,0.21875672056830445,0.25087992226502187,-1.130868684259325,1.478751550419009,0.03866374839197186,0.5171871657540749,-0.754908459787386
2.9661016949152543,,,0.29794656569912786,,,,,,,,,,,,,,,,,,,
3.0381944444444446,0.3554449041537993,,,,,,,,,,,,,,,,,,,,,
3.0594405594405596,,,,0.3510137117515958,,0.3391151799097948,,,,,,,,,,,,,,,,
3.1545741324921135,,0.07938135494852523,,,0.8245918118763659,,-0.364029454763712,0.7975155823104804,-0.10115215312568662,0.1624946224328871,-0.47596418704489557,-1.2911049288000007,0.6737093481700205,0.7686240833636138,0.1070291019259884,-0.3760770324170881,0.1949594190799561,-0.310346010798791,-0.8204256645379142,-0.9633017027925931,0.13809955209027525,0.11141249915663373
3.389830508474576,,,-0.3039355145492515,,,,,,,,,,,,,,,,,,,
3.4722222222222223,-0.2988026585934552,,,,,,,,,,,,,,,,,,,,,
3.4965034965034967,,,,-0.4308888416934659,,-0.1901344007700384,,,,,,,,,,,,,,,,
3.548895899053628,,0.53821823238069,,,-0.13797104298669968,,1.05885039388423,0.09550264629573298,-0.4118038375708982,0.7665724674957989,-0.060077146484546796,0.357597131001579,-1.5331065894805207,0.10784802151498467,-0.6826603374823214,0.3309365568381321,0.7913328009484432,-1.489027313941181,0.6086180257401547,1.1622035671131237,-0.24408081743290685,0.1866745953894039
3.813559322033898,,,0.3181502934822936,,,,,,,,,,,,,,,,,,,
3.90625,-0.26522475650797167,,,,,,,,,,,,,,,,,,,,,
3.9335664335664338,,,,-0.18624126720689718,,0.17704593318781223,,,,,,,,,,,,,,,,
3.943217665615142,,1.0548978399749391,,,1.023691696344519,,0.4992264799274655,0.4265226060059133,-0.4460144299066637,-0.8618048414990332,0.25969494241304125,-0.5653561783479978,0.22255972067819463,-1.3960013186560472,1.3446641008805778,0.4788976055946075,0.09268447621021826,0.029008142422980738,0.6806085205649901,0.2065849116529534,-0.2547136736259346,-0.3357997388026684
4.23728813559322,,,0.30360870290029457,,,,,,,,,,,,,,,,,,,
4.337539432176656,,0.1860092299443976,,,-0.5030242455144737,,-0.25103317375261247,-0.47784924860457195,0.12252193738723527,0.1048639393959074,-0.3001783488111816,-0.6163617541902798,-0.9899177474556629,-0.7519707679279118,0.842459731865936,1.6557605857675561,0.8101417955634521,0.4978729276395484,0.7714311806126956,-0.22099557348509774,-1.4395172315265077,-1.6603542039772226
4.340277777777778,0.038810130950589584,,,,,,,,,,,,,,,,,,,,,
4.370629370629371,,,,0.25142402565427896,,0.4920681586768657,,,,,,,,,,,,,,,,
4.661016949152542,,,-0.024376075834961007,,,,,,,,,,,,,,,,,,,
4.73186119873817,,0.4549579035073829,,,0.9597541266669033,,-0.21834809886915016,0.16887173653664286,0.21620394867586512,0.9918848130413679,0.024238707976836398,-0.3926756697478823,0.43230630407817094,1.510517813737431,0.11113150585554776,-0.7593985168849892,1.1488662969110874,1.070825232222818,-1.0676039215729995,-0.30698801150277616,-0.10762744253442354,-1.4406599984144435
4.774305555555555,-0.21837104801204152,,,,,,,,,,,,,,,,,,,,,
4.807692307692308,,,,-0.24066739328634387,,-0.022566035544747304,,,,,,,,,,,,,,,,
5.084745762711864,,,0.20436154719702637,,,,,,,,,,,,,,,,,,,
5.126182965299685,,-0.15717030616238656,,,0.15456812157589722,,-0.15351062588700845,-0.46745669111555915,0.9859185639622788,-0.396715773576721,0.27661627065712285,-0.2478499551099489,0.8913750429751879,0.3559162998098942,-0.5002470461277136,0.1540473955422538,-0.14308947808834724,-0.37113674130256746,-0.05088203778320638,0.24177563074845657,0.37603091602397654,-1.0294067700533294
5.208333333333334,0.09651182113628573,,,,,,,,,,,,,,,,,,,,,
5.244755244755245,,,,-0.03290906266038025,,-0.32100621689078734,,,,,,,,,,,,,,,,
5.508474576271186,,,0.08162162459003162,,,,,,,,,,,,,,,,,,,
5.520504731861198,,0.1150318706531445,,,0.2520205324143449,,0.29719470161904665,-0.899517367645745,0.6905895566999305,0.07899413040504107,0.2378093066064938,-0.5112203793239596,-0.5427616917193387,-0.4949219857948186,0.03651364372116802,-0.06954065681720328,0.7553799419117432,0.3889364349463958,1.5111261249474186,-0.001290832070946757,0.9678613635777124,-0.6629840447773248
5.642361111111112,-0.4488321864762989,,,,,,,,,,,,,,,,,,,,,
5.681818181818182,,,,-0.410119584347614,,-0.040362351044255,,,,,,,,,,,,,,,,
5.914826498422713,,0.17734871732522242,,,1.7887521454265813,,0.6530592470177459,0.7771833099081323,-0.6076272702839007,1.3506632326989296,0.19620469870876278,-0.19255929843301933,-1.086120243482094,0.4948613559129142,0.40244728836080407,1.2401806359492542,0.6551622644394283,0.29884114405777146,0.3257851648131233,0.9034127146829046,-2.0245178976214286,-0.7106715180427524
5.932203389830509,,,-0.3230117109675448,,,,,,,,,,,,,,,,,,,
6.076388888888889,0.1360566716070686,,,,,,,,,,,,,,,,,,,,,
