frequency_hz,FP1-F7,F7-T3,FP2-F8,FP1-F3,F3-C3,FP2-F4,F4-C4,T3-T5,T5-O1,F8-T4,T4-T6,T6-O2,A1-T3,T3-C3,C3-CZ,CZ-C4,C4-T4,T4-A2,C3-P3,P3-O1,C4-P4,P4-O2
0.0,5411.405840124822,7070.690597624699,5108.002691020231,5157.271968223109,8194.947531872032,5227.61465291425,6559.144668408779,8641.444890154367,7134.509808516473,6920.410704809131,5578.972733950791,3689.593825010249,8984.508911716204,6732.260655089468,7306.775862323662,7006.271715394089,7615.655181892307,7304.9710360533145,5993.7614492743,6532.298994033165,7663.509826476046,7831.933464806274
0.3943217665615142,,5380.593341506171,,,4747.6283330982,,7016.294578015086,6407.089192703779,5942.576639191806,5179.155399760533,7073.649040843696,6870.05390422767,4398.099731425928,3302.15611924823,6071.177091848573,6950.5928380418645,4322.160906699913,8250.03728888344,5931.611070456446,8629.23511222464,5898.246493193059,5180.075674068718
0.423728813559322,,,6553.515005599665,,,,,,,,,,,,,,,,,,,
0.4340277777777778,6448.8201018785985,,,,,,,,,,,,,,,,,,,,,
0.4370629370629371,,,,6432.78493719868,,6149.250794203439,,,,,,,,,,,,,,,,
0.7886435331230284,,3758.530554021264,,,4590.026840048614,,4600.305249670006,2538.799473708671,2070.3879340975996,3582.915867880216,2399.2658716873757,3415.0968930157755,4246.903042349415,2921.0539831472815,4759.458188725203,2804.541431746251,4113.977757535264,3097.8836751029103,4105.471145755618,4651.150516751205,3651.4888359012957,2193.1653271625178
0.847457627118644,,,5788.185988362488,,,,,,,,,,,,,,,,,,,
0.8680555555555556,4964.751534502206,,,,,,,,,,,,,,,,,,,,,
0.8741258741258742,,,,5306.211816655543,,5530.538578544189,,,,,,,,,,,,,,,,
1.1829652996845426,,4730.0513674710155,,,3180.137268331082,,4158.420071305629,4129.958097490916,2395.5274086354357,2886.9394833765964,3352.6170858497053,2393.7426906161436,3447.4404026726406,3340.5074335430827,3054.681653267639,3012.006946162826,2862.8013612190607,4074.783411031546,3235.9012243749403,2824.122843088152,3653.0294514788457,2851.4826067121003
1.271186440677966,,,4878.793304852441,,,,,,,,,,,,,,,,,,,
1.3020833333333335,4401.8473920588785,,,,,,,,,,,,,,,,,,,,,
1.3111888111888113,,,,4377.384398206694,,4306.029475894368,,,,,,,,,,,,,,,,
1.5772870662460567,,4241.323157811935,,,1744.233816425969,,3442.767616489822,4052.875015474254,2775.9180703751663,2810.191748146996,4992.769149331487,4701.761820749018,2037.2655885705367,5085.066593119492,3088.8517872920747,4001.59531116389,3959.120642482981,4880.002200283899,3599.0719874040124,2734.9549283311885,3464.139103722464,3463.4096092107684
1.694915254237288,,,4649.381767817726,,,,,,,,,,,,,,,,,,,
1.7361111111111112,4311.126501536599,,,,,,,,,,,,,,,,,,,,,
1.7482517482517483,,,,4104.255436195062,,4419.618539393787,,,,,,,,,,,,,,,,
1.971608832807571,,2784.440331905654,,,1993.508374060012,,2251.8382607037274,2603.9446592309696,2997.2621995854743,2013.846856138922,4603.901181324517,2542.9711526846067,3053.6436571559334,2767.9332849101706,1661.8752486216235,2450.6493636329656,2875.0711351816844,3652.794057050903,1757.2087345805287,1263.125973109786,1317.181046507199,1536.1371038405002
2.11864406779661,,,3770.2887184614924,,,,,,,,,,,,,,,,,,,
2.170138888888889,3537.375582261249,,,,,,,,,,,,,,,,,,,,,
2.1853146853146854,,,,3615.292702417316,,3840.0887997748355,,,,,,,,,,,,,,,,
2.365930599369085,,4503.410525364618,,,1776.3464998931274,,2415.5506222216864,2530.3017020519387,1581.886450224477,2674.633956546644,3127.439896533995,2546.2987765113194,1235.4766391841172,4034.6573257212385,2353.799885349853,3818.6425739114197,3487.4344137313046,2656.7485896910734,2997.249695069282,2124.5180233883043,3778.1445871465125,3031.3821373404376
2.542372881355932,,,3928.2321458515985,,,,,,,,,,,,,,,,,,,
2.604166666666667,3435.382848257425,,,,,,,,,,,,,,,,,,,,,
2.6223776223776225,,,,3558.020008476348,,3851.124148279958,,,,,,,,,,,,,,,,
2.760252365930599,,3105.4329885159013,,,1239.092480325411,,2657.329641137737,1857.4470820773179,1093.3557347360152,3342.018536230826,2585.645528642559,2813.7673783403206,1941.075352302373,2256.919326030907,1376.3320001213194,2373.0172966975874,2900.2037587430664,3510.5737511123557,2188.9826887515683,1657.4884093561361,3188.8209921336825,2687.8866148377106
2.9661016949152543,,,3228.8971818571295,,,,,,,,,,,,,,,,,,,
3.0381944444444446,2981.795923782317,,,,,,,,,,,,,,,,,,,,,
3.0594405594405596,,,,2664.7222119392577,,2813.415886482088,,,,,,,,,,,,,,,,
3.1545741324921135,,2394.10082416633,,,999.2248003009097,,1740.6907196888878,1606.6894781792626,1378.8457495530763,1984.3044592414192,3077.118050708772,3215.2554611037244,1943.1597002383912,2122.3689660202276,1410.6499261993813,2621.0417988132594,1357.2494289100973,2929.3995387630707,1477.6671046384683,1675.5727631616521,2438.2556697214195,2282.8893260078257
3.389830508474576,,,2616.8257354218654,,,,,,,,,,,,,,,,,,,
3.4722222222222223,2493.28451013073,,,,,,,,,,,,,,,,,,,,,
3.4965034965034967,,,,2417.337812580198,,2443.0048685202673,,,,,,,,,,,,,,,,
3.548895899053628,,2890.3527454854684,,,837.5336855965799,,1790.0803969966557,1357.7809754966615,1028.2835880441792,2296.19233579734,3489.9129536837263,2909.7787472251202,1426.042222031399,2084.4350612633943,1272.1825846395434,2510.466087830258,2440.7701566878213,1860.8792838175345,1641.331901832079,1505.5067969996012,2687.756111980889,2307.266170036595
3.813559322033898,,,2283.9424500086966,,,,,,,,,,,,,,,,,,,
3.90625,2193.404078771388,,,,,,,,,,,,,,,,,,,,,
3.9335664335664338,,,,2332.4513249574266,,2266.7612125463247,,,,,,,,,,,,,,,,
3.943217665615142,,2194.1401514653185,,,1246.7521695489127,,2063.00568504869,944.046391937418,1853.4809669377405,1622.1354947756486,1907.4351993365424,1579.987343689521,1371.3812001582876,2218.8078831389194,1579.861051500047,2193.3451337316105,2139.3375247400486,1805.5313420978514,1673.1237116645984,1455.9363317004713,2095.8744853573994,1469.0681527215677
4.23728813559322,,,2349.6752770149005,,,,,,,,,,,,,,,,,,,
4.337539432176656,,1518.5958876844688,,,980.4864618426187,,1659.9208390857925,1101.9227907657648,893.8405960478851,1509.490569656933,1620.3285333563774,2514.9288436869756,898.1146338107952,1992.5177111220291,1229.598934407039,1767.8451060452205,2109.3565988409878,1510.646464326834,1337.7592097684196,888.7971367941087,1833.2179257639236,628.0815506352147
4.340277777777778,2360.868921360071,,,,,,,,,,,,,,,,,,,,,
4.370629370629371,,,,2410.3664026581264,,2534.91811407368,,,,,,,,,,,,,,,,
4.661016949152542,,,1977.0635966111147,,,,,,,,,,,,,,,,,,,
4.73186119873817,,1301.4110575014324,,,1019.4660723158479,,1134.051297904345,895.0874129019287,1088.7696347398087,1101.5069485375968,2083.350119732541,1491.860578311806,1779.043310230177,1464.9188114382614,720.0716591399736,1590.6158309227849,922.5627133884477,1420.3362897297905,1016.1404744145682,653.590729674372,891.0192822086708,732.2830932096587
4.774305555555555,1556.3333516839602,,,,,,,,,,,,,,,,,,,,,
4.807692307692308,,,,1723.2964488046432,,1868.7820237072162,,,,,,,,,,,,,,,,
5.084745762711864,,,1921.3154868437127,,,,,,,,,,,,,,,,,,,
5.126182965299685,,1668.4588352416235,,,1352.451685698229,,1816.991559946388,693.339746716747,867.8266266456131,1563.0719541433043,1688.2067434355884,1760.7875112087715,2088.35200348694,1407.9670837988215,959.0193413734112,1743.7617904975543,1779.423607371683,1405.150278527515,900.8755206434023,805.0358664077833,1908.7446066855152,1551.7065394095541
5.208333333333334,1701.3593444141939,,,,,,,,,,,,,,,,,,,,,
5.244755244755245,,,,1775.0836596125193,,1834.0732688629816,,,,,,,,,,,,,,,,
5.508474576271186,,,1610.3948534117528,,,,,,,,,,,,,,,,,,,
5.520504731861198,,2067.8755605877573,,,1566.6383821082338,,1327.6225451117182,1406.6136433316758,709.4652323149061,1053.375599923466,1623.3987994770057,1047.4229722993325,765.619396716531,1304.1703948111908,1280.0764770957599,2363.75060177305,1497.5702951292412,1140.7065692122121,1066.2352510102028,699.8089737503402,1458.539051476865,841.9062828887168
5.642361111111112,1797.8330635263706,,,,,,,,,,,,,,,,,,,,,
5.681818181818182,,,,1635.7021526691933,,1605.967143448376,,,,,,,,,,,,,,,,
5.914826498422713,,1310.6594098410462,,,626.0553762764833,,1404.6337704800562,849.8806383193939,649.926859827598,1138.3538835670297,1409.3993410931707,1774.5969543409537,1093.2882609368655,1583.9272564711434,671.6892608490111,1696.6534458121907,1208.8698249426818,1098.4866010867245,844.9661823305871,725.9253669147233,1424.507442457342,740.6144825730051
5.932203389830509,,,1893.9286961143578,,,,,,,,,,,,,,,,,,,
6.076388888888889,1442.2770716907196,,,,,,,,,,,,,,,,,,,,,
6.118881118881119,,,,1646.4036831579995,,1730.5661268183494,,,,,,,,,,,,,,,,
6.309148264984227,,2265.7834236326867,,,1036.3601288222656,,1759.5726866299535,1222.933101590582,1887.3528979760817,1129.6012812699641,2710.5326819599536,1948.159583158549,2375.525348313745,1954.776991827576,694.7582263902585,1872.2683160690679,1790.0986674084454,1669.0676086395315,984.9023396117835,1030.7850191371929,1106.063992870998,1820.930952087083
6.3559322033898304,,,1245.0994018964116,,,,,,,,,,,,,,,,,,,
6.510416666666667,1251.4699463880577,,,,,,,,,,,,,,,,,,,,,
6.555944055944057,,,,1410.8940807546635,,1504.0115048587415,,,,,,,,,,,,,,,,
6.703470031545741,,1034.0832112369649,,,822.4799092994581,,1341.281026459438,519.1090070709822,1287.036789981006,1059.7724341706169,1761.718968320737,2798.0235502512396,1038.0206128851537,1474.59623876012,1060.1054437398027,1063.4241920057934,1273.7180820788778,1253.8963755457985,990.1677022587812,1208.715274132969,1063.6995100188624,1999.41361299825
6.779661016949152,,,1450.2434091925238,,,,,,,,,,,,,,,,,,,
6.944444444444445,1639.6532770559818,,,,,,,,,,,,,,,,,,,,,
6.993006993006993,,,,1484.655679040465,,1554.3167436212468,,,,,,,,,,,,,,,,
7.097791798107256,,964.1283711251684,,,769.9857469928003,,1493.4341727880676,619.0947157286342,800.8349549624924,1124.5146557559694,1704.1092914195733,1594.751736233882,1177.543228213818,954.9990056606235,831.5715253926107,2046.1323492550218,1660.3024028518503,1411.7784102658695,730.6161061052712,852.5074682222523,1647.3474712354923,967.3872520954981
7.203389830508474,,,1584.9609168142426,,,,,,,,,,,,,,,,,,,
7.378472222222222,1314.1432540305286,,,,,,,,,,,,,,,,,,,,,
7.43006993006993,,,,1289.0512564154246,,1439.1504242090866,,,,,,,,,,,,,,,,
7.492113564668769,,1328.2440231662538,,,509.4217809859862,,1147.7189161603462,532.178065191589,769.0178981833568,947.2171317860656,2343.4202218757227,1569.9326298612539,1288.409038270494,1283.2422884308612,808.452289549134,2028.7451243973085,1358.304644802424,1417.2613906730783,463.48468943489104,622.9689872436245,994.6845075507275,924.2965477892537
7.627118644067796,,,1393.9178951712588,,,,,,,,,,,,,,,,,,,
7.8125,1043.5926063644183,,,,,,,,,,,,,,,,,,,,,
7.8671328671328675,,,,1217.1055696564617,,1457.1731426286483,,,,,,,,,,,,,,,,
7.886435331230284,,1256.9866080519369,,,1033.614489630721,,1864.6478844373996,1133.8538196897325,1416.4615541931325,1370.17140541742,2447.4919498464596,1431.8217690894755,2392.371998064391,2013.5870274244257,928.1811135350891,2230.9150565505915,1905.4159815546893,1093.85567315332,718.879570896445,1166.7304959377675,1484.511477330987,926.548602460939
8.050847457627118,,,1433.5456502218342,,,,,,,,,,,,,,,,,,,
8.246527777777779,1157.81363675241,,,,,,,,,,,,,,,,,,,,,
8.280757097791797,,794.7583315096575,,,678.0848579413957,,1073.5519169219258,706.1642124795704,663.643913463048,1352.9427353483984,1059.4868036534467,1872.1089763680661,1581.954986536659,852.6102235366735,849.539643198012,1052.8378449252407,1164.2550201320041,1662.4330523310769,791.2036268216417,870.3751471937301,1148.9467461763884,914.2821328808149
8.304195804195805,,,,1259.0911471886936,,1496.067009204065,,,,,,,,,,,,,,,,
8.47457627118644,,,1174.1039451906981,,,,,,,,,,,,,,,,,,,
8.675078864353312,,1050.8056677873146,,,863.3197180547179,,1651.5531922417313,764.3702790811625,762.0355451540631,883.9173826335568,2649.2630207964858,1800.5972805908193,995.4630164475785,1056.897974734259,678.1448376757133,2822.3668864048473,2093.3146620021976,1478.5735611205423,963.0131132776947,1129.3540422936858,1803.3710454323912,1014.1826934115702
8.680555555555555,986.3567117987102,,,,,,,,,,,,,,,,,,,,,
8.741258741258742,,,,1202.9096419149503,,1259.8903764587858,,,,,,,,,,,,,,,,
8.898305084745763,,,1062.635350108287,,,,,,,,,,,,,,,,,,,
9.069400630914826,,1429.9598074490314,,,766.3204155533809,,2052.8732573891875,639.3463127271639,909.6805230688472,1204.0016068572352,2531.1376195768485,2287.4888422276836,1053.3875381492949,960.8526607982171,557.9358023516306,3480.827738338057,1667.3586980849384,1696.032601403675,543.7834062116082,939.7956000179644,1284.7536941763583,1098.2888603811023
9.114583333333334,1112.765008231977,,,,,,,,,,,,,,,,,,,,,
9.178321678321678,,,,1064.7609843873797,,1116.1793653098275,,,,,,,,,,,,,,,,
9.322033898305085,,,1047.922003535902,,,,,,,,,,,,,,,,,,,
9.46372239747634,,1182.1179586022922,,,677.4058071257645,,1162.2379729644963,998.0540185380954,863.6231768872993,1057.0331383720882,1867.9767530559843,1856.4526421183461,1173.5562430156288,827.7418660484577,948.5792071624122,2228.6665731052058,1747.5094797097381,1739.4794781230746,701.4957091343581,683.670190096248,1517.1710911022521,1217.2264029467838
9.54861111111111,959.6731110644789,,,,,,,,,,,,,,,,,,,,,
9.615384615384617,,,,1084.6217029373229,,1149.4783844781555,,,,,,,,,,,,,,,,
