frequency_hz,FP1-F7,F7-T3,T3-T5,T5-O1,FP2-F8,F8-T4,T4-T6,T6-O2,T3-C3,C3-CZ,CZ-C4,C4-T4,FP1-F3,F3-C3,C3-P3,P3-O1,FP2-F4,F4-C4,C4-P4,P4-O2,A1-T3,T4-A2
0.0,6333.869640043815,5948.934421967997,5369.8204641067205,6782.75091343526,5359.142864192426,4069.673865511323,4967.093779488224,6451.0981849018235,5442.065948776816,5971.446366481903,6980.031218175783,4803.323821173754,6214.6534376788995,6673.3088256288875,6175.314438703253,6378.187381601542,6026.739580667284,6752.573017711134,6121.225427579729,7401.245542116573,6566.566701195371,5272.17744395123
0.12218963831867058,6171.324496424899,6269.388052472597,4650.763366770652,6057.045197343874,6160.886321988019,5306.516403090097,5062.098477581895,6278.103597791408,4046.127496511387,5080.04105129228,5527.650101905477,4232.896716894366,5912.2792599016475,5460.265606135967,4319.480860455206,5870.9936526314095,6283.903749717676,5706.892836372587,4977.264585339194,5370.11969685578,5736.494462347926,5088.109615918422
0.24437927663734116,5497.703548794978,5420.9483929393255,4106.90813950131,5082.694082590989,5610.919234200394,5266.002017628637,4644.33808982872,5479.786043365665,3808.989900211657,4355.245130321914,5015.0596985512175,4107.957025357544,5298.023796667863,4635.320832269853,3802.8741973517217,4746.21045890396,5655.909512638026,4982.518781793746,4538.665638535818,4910.369497012172,4712.6807462584975,4769.191563917408
0.36656891495601174,4670.013029289281,4674.070110277178,4192.71106279015,4277.061570739224,5075.457846674812,5053.849643043617,4607.1215902763715,4666.843191963078,4093.633869415459,3921.6165098881843,4663.3137892902005,4245.031432291079,4877.808684184242,4079.042869460628,3580.679851640271,4195.855160035511,4733.782808621158,4577.313358470082,4430.114585532816,4068.464789849466,4217.365537564592,4827.209252575742
0.4887585532746823,4330.399323157592,4166.943855455475,4518.2348672184135,3571.029168543093,4635.096945956307,5042.313491365151,4849.167109591428,3596.187805124579,4512.400383533504,3978.510962256861,4425.656607543555,4557.815814753372,4465.5828192763365,3498.683451916417,3985.776723114282,3843.072635090529,4257.679999971176,4332.591876087662,4493.174907556018,3810.844933578799,4252.607635483337,4934.815524102338
0.6109481915933529,3795.9055021522613,3902.592202414736,4943.209215479902,3427.642095041032,4336.975672279851,5528.843337644233,5078.004126534847,3249.8602391432646,5139.61020799181,4153.118073829814,4690.770013670874,5153.326113212455,3936.5708673703816,3421.316003359889,4389.6818734779,3355.5969154788827,4077.5752116063286,4404.77245851206,4947.755621156842,3676.303909577948,4653.888850523677,4893.422530254145
0.7331378299120235,3614.135266024164,3621.417403781408,4439.268214934895,2770.2007422464653,4059.0466740837396,5067.510837128109,4696.445843080541,3117.673544784237,4933.614337793565,4164.667866678712,4311.3858825209845,4734.893213370149,3810.3852949155685,2980.4270592421617,4278.147938686661,3078.1388844523285,3691.1399836177657,4133.066671582727,4491.876435095975,3421.309306109817,4044.4554103212795,4364.63645011464
0.855327468230694,3422.262615122727,3051.850948075504,3918.218401533281,2656.427857568002,3598.0695584554273,4584.028430853565,4200.931986235986,2690.464479104717,4256.587734645109,3768.961140194869,3737.4098523509997,4199.117268884281,3552.77649670167,2655.9997970021377,3763.516044516382,2829.6685181220155,3392.542527008581,3700.1471795348784,3925.1167691515852,2992.166739033044,3506.140131634275,3758.0319042051965
0.9775171065493646,2877.253938854291,2695.8381253287557,3124.126372638926,2200.9412996490455,3319.89314456405,3675.712666079919,3504.1946104985,2497.3310992813767,3458.8825859730055,3096.715729528924,2948.420109849256,3588.819715632917,3155.589358074658,2313.0477685324554,3092.609962342711,2574.3684172875155,3003.2735455867883,3045.8431961715733,3145.5148687679775,2523.2380044063884,2778.500403570083,3165.8133589445715
1.099706744868035,2713.878392764009,2564.7694465106697,2790.2296988312864,2171.9905704361745,3115.0490792764963,3171.237820927407,3246.914260726416,2322.450815096307,3066.3734720991483,2681.2022306488657,2726.500421605806,3121.321055974138,3008.765654148556,2364.8927148989956,2770.1503680999613,2420.666687836619,2946.2532988002913,2843.0609607544093,2947.2396104838867,2451.665887998565,2469.7625725469734,3004.6836123865596
1.2218963831867058,2519.6244245788967,2459.7237966544576,2438.946549784012,2059.1238292155113,3049.4644572979214,2763.913409323432,2848.175232090063,2159.847154000103,2602.084411362265,2459.3214742381538,2520.4007165188946,3024.2555868896525,2602.2180231533443,2277.8601641169967,2485.798127741222,2248.4505389639644,2678.9409782820867,2432.8531090234214,2599.2057688373943,2210.230852078425,2206.230620964717,2641.9059480502156
1.3440860215053765,2396.500586228384,2229.4336901238707,2111.4286647313534,1934.8939425272665,2839.633423159044,2678.7814419734186,2637.5646063841345,2157.67509485236,2480.6304076042056,2264.4680182655243,2197.3121894236037,2754.9441005459385,2776.804472308285,2133.0408313538032,2283.052796276451,2232.780051030382,2603.18422993891,2398.2550415671553,2277.271532330559,2016.4930118763425,2099.5506203720056,2489.8150128686334
1.466275659824047,2341.572134691934,2149.167131467715,2091.177788102183,1880.2130246172535,2803.3428291468517,2502.4315105176943,2414.6040542693236,1963.722783079701,2426.979462605035,1968.3862371892155,1923.0787490947498,2573.255326042777,2473.1044674329073,1917.578225972755,2064.4258919335175,2073.7702929965153,2527.566072532664,2157.2836173493124,2186.5730433633103,1952.0938559361666,2115.4282261676008,2328.621228132104
1.5884652981427174,2148.511964709212,1984.3520493056346,1995.536572062776,1740.3206280745887,2501.273193024111,2300.4813521825963,2276.34094245014,1908.920462302522,2139.4465659975253,1838.3404585177677,1686.499348047775,2344.845342470207,2256.1545462841127,1757.4140462124046,1791.3939166947523,1846.5255844710684,2085.3697899008057,1913.6875753509603,1961.6060735426126,1921.0458388303362,1980.228638675901,2008.8887555013177
1.710654936461388,2076.7775558787516,2039.484653056632,1959.4810599784514,1623.1248180806724,2299.4994846771842,2211.98559968227,2089.3886309751633,1628.3697504853822,2094.9324882344085,1722.5368098819451,1750.994316216498,2225.9983390611833,2082.7474723990445,1691.825950217678,1789.2116556928393,1801.7437230955472,2005.0522117655314,1755.7356825886918,1806.0857461825826,1783.8164260834544,1913.96454044305,2037.9279657516292
1.8328445747800588,1885.7036072935107,1900.968405639867,1805.0125276241063,1447.2089932834128,2283.318392629249,2038.6582400412676,1856.145453698237,1417.9928362278106,1944.262996346511,1636.1187136129445,1601.8010530041768,2032.8675740455565,2178.7740935425427,1599.8758585426644,1592.6318430058852,1586.8368393966816,1990.8123126363469,1644.551676112062,1604.2476786921338,1536.030886828301,1670.4675657764362,1784.7346810643335
