frequency_hz,FP1-F7,F7-T3,T3-T5,T5-O1,FP2-F8,F8-T4,T4-T6,T6-O2,A1-T3,T3-C3,T4-A2,FP1-F3,F3-C3,P3-O1,FP2-F4,F4-C4,P4-O2,C3-CZ,CZ-C4,C4-T4,C3-P3,C4-P4
0.0,-7.306208060430619,-7.515684115216766,-6.486190485773441,-3.7836531544480883,-7.571214509231989,-7.596024868645898,-4.617860596644626,-4.931013320276235,-5.418670628384311,-5.279826927992503,-4.918162828542555,-7.612769654036094,-4.997069177677328,-5.524740477264713,-7.302642858137565,-6.141848576573896,-4.494405670766072,-4.7106671781720175,-6.189482163065582,-4.594478316327295,-5.6365162129265105,-5.040166369262427
0.12218963831867058,-4.597129509860695,-5.2238336243268755,-4.236580515260384,-4.418229737018496,-4.75603603454603,-5.174453423104587,-4.764149231680114,-4.806454178854196,-4.710662995751078,-4.410082139656416,-4.3075354505361645,-5.1847562114953085,-5.438471384510814,-4.664660135480414,-4.836595766997029,-4.494554455393762,-4.270002340897272,-4.283558787884274,-4.725285755369429,-4.396744775316534,-4.9926540535286446,-4.864505743322474
0.24437927663734116,-5.940766363225263,-6.423388840742479,-5.577004400129969,-6.97753917439071,-5.670333809003736,-5.630833447077828,-6.189286797086319,-7.421561663198469,-5.979893868665713,-5.195375799231678,-6.243864470846148,-6.47762787662635,-6.710322051640597,-6.2306197395897325,-5.887132548680247,-5.431927347427254,-6.115677567751258,-5.320539893198274,-5.459977254251345,-5.582935258504706,-5.649968322644286,-6.204705277994889
0.36656891495601174,-7.628991551901127,-7.994538568450275,-7.9068467034021275,-9.894878143742703,-7.333053833935457,-7.065002952308999,-8.08883212938222,-9.753019585204568,-8.667472962862915,-7.706696583292818,-8.409967634396002,-7.869760738460047,-8.9151269449755,-8.550942582964629,-7.3458650661050795,-7.148684791520466,-7.843210506418894,-7.734992097163712,-7.357962772202855,-7.076333279279313,-7.905347517739153,-7.93998565094405
0.4887585532746823,-9.49569404007156,-10.231258545814335,-10.141953728122111,-12.926230303851924,-9.333789504444795,-8.479491543529978,-10.695206114806643,-11.080038640924295,-10.785775025037525,-9.981233537362012,-10.476082505734764,-9.886899656518288,-10.986384546388653,-10.410430554663689,-9.393621671650388,-9.259071675305405,-10.27536791882803,-9.890470262091199,-9.333904270998076,-9.279712253595074,-10.31841435679255,-10.289919834192883
0.6109481915933529,-11.563623032500121,-11.647261438231057,-11.43482493803443,-14.637600814892878,-11.322509091087213,-10.71209733633215,-12.231785125681014,-12.737370891179344,-12.436782673409823,-10.855973438099523,-12.412398754165741,-11.580022639062753,-13.187269589664663,-12.127906501872348,-11.19935895059691,-11.362402619212535,-11.98052648811605,-10.816968586510283,-11.189143796858538,-11.156378925587097,-11.85025072369001,-12.585807511057535
0.7331378299120235,-12.881825365768702,-12.748934074034375,-12.955676337236426,-15.399835876461703,-12.59550492258428,-12.510659970418084,-13.818776533029983,-14.625251022175584,-14.062643220196527,-12.027987674988688,-13.962904673358473,-13.055145371178355,-14.110147056557908,-13.65327940723768,-12.614732271664472,-13.02796584309019,-13.945721236961004,-11.510480310171909,-12.471033669229039,-12.461980735657235,-12.572705779703863,-13.845299252419657
0.855327468230694,-13.988705753546244,-14.223103702778591,-14.313131106439606,-16.916340231729563,-13.974215954123103,-13.464537379866284,-15.605367770633391,-16.05505985601757,-15.272661238582458,-13.593568018964445,-15.029616748941265,-14.186482602381703,-15.276451642577772,-15.115720466880642,-13.732775557462846,-14.273866812923533,-15.312181471733325,-13.263971127187375,-14.389312639193616,-14.185405178741187,-14.353323395255574,-15.095913458642254
0.9775171065493646,-15.316616079132324,-15.788757865455963,-15.967256599490655,-17.747767284246766,-15.343936213258408,-14.658894758531527,-16.828576027282132,-17.147646433592246,-16.51725182050811,-14.629552657741993,-16.16605045427036,-15.605992889293027,-16.694188081708564,-16.565385151911887,-14.988886560973409,-15.37765024917454,-15.949717383716719,-15.125638286360065,-15.1228361154199,-15.236087225325619,-15.449242417412044,-16.4655515909702
1.099706744868035,-16.34097058443693,-16.578008648768918,-16.723851057520626,-18.46082489919544,-16.362241741332422,-15.769153765066324,-17.623148435204673,-18.370465541415925,-17.249614729394576,-15.811964819039055,-17.628341601645356,-16.477406477775435,-17.68023008350296,-17.625883539116714,-16.026279601761953,-15.994414952275426,-17.51248872015362,-15.838590786561028,-16.053083289637485,-16.082920564445626,-16.1562297813179,-17.698231279135367
