frequency_hz,FP1-F7,F7-T3,T3-T5,T5-O1,FP2-F8,F8-T4,T4-T6,T6-O2,A1-T3,T3-C3,T4-A2,FP1-F3,F3-C3,P3-O1,FP2-F4,F4-C4,P4-O2,C3-CZ,CZ-C4,C4-T4,C3-P3,C4-P4
0.0,1.4110032263723793,1.761471025423176,1.5380714033200034,1.716540315878959,1.3736518485331854,1.657527412323447,1.4881228359109553,1.554602550230001,1.5707963267948968,1.6204004213252619,1.308996938995748,1.4980181186036232,1.809830550437595,1.6042175252373414,1.3729007265687643,1.4844888363116586,1.553906043711081,1.486344911375817,1.553906043711081,1.8917117053874017,1.502500834325554,1.587686609878713
0.12218963831867058,0.5542110366712512,0.8606590011302756,0.6312637973734821,0.7096059464496453,0.6638019468219313,0.4524550413290593,0.530613493274227,0.5910820345891566,0.5288314368471516,0.42982639287063995,0.5126717633191354,0.653270276892924,0.8427367355705758,0.7430110999741154,0.6446234509102265,0.6356516289102531,0.7067710218354257,0.745658817346555,0.6306339978404544,0.8454440283999344,0.6155156871473012,0.5765816550384425
0.24437927663734116,0.24128369340755526,0.5685690819820003,0.5716459887296735,0.139611089040934,0.1970866082492413,-0.09209852689694172,0.04514160325401552,0.17457476608535627,-0.13525436597575288,0.09490356585631358,-0.09591821714624571,0.26152785830749375,0.4327529350197887,0.30660202135049675,0.2196366630440614,0.07518999873419714,0.3907089961201998,0.558066521143795,0.23887944578271691,0.2687375273240455,0.18402537851910433,-0.06751112731356608
0.36656891495601174,0.07637380498378071,0.35273094410509354,0.2949984218620844,-0.02774699467278041,0.18109587102705532,-0.08907090501976819,-0.07375401909356025,-0.03318008767361272,-0.454326872598207,-0.11098941421051708,-0.10665136180449127,0.05297418250841644,0.20441501631010614,0.2704266417581942,0.15684696513878177,-0.008026877273278232,0.18814690626428066,0.3295669166282897,-0.14209108704070672,0.028593153847835003,-0.004110140524625241,-0.08514528776778214
0.4887585532746823,0.02547555793124341,0.4200196123808162,0.39505750908183535,0.09010660334900122,0.13516664866845324,-0.09751947415046544,-0.1668452952738235,-0.005658486917480369,-0.400727304208567,-0.2611213437482233,-0.2545477554253323,0.018144914267608538,0.14991981253365458,0.4219749374621859,0.13595531479956613,0.0891267594873727,0.027282001555928338,0.23363166810619002,-0.0005533467703501236,-0.0988139929846634,0.06743212898643222,-0.15103040029337225
0.6109481915933529,0.10570345507891031,0.275172171393853,0.40575926120360745,0.26547382064246133,0.19823053840407756,-0.22306559366444084,-0.07909016337444597,0.043664916221244875,-0.1259684410308168,-0.1460414870037416,-0.21344848240463576,0.026930695119596827,0.11252460855969536,0.3994787697881898,0.11269304476706939,0.09454363938296932,0.1320425143838882,0.39266631043830347,0.01853968886285987,-0.057837091645232395,0.022247816257380804,-0.2966532196531942
0.7331378299120235,0.11771658016380293,0.16222839774202108,0.3447490249219067,0.14141071659315943,0.12983111851022375,-0.2524155996578933,-0.15105309099031064,-0.050630815992838876,-0.09884978408759724,-0.004035828877428741,-0.13996007128250568,0.0965508806582548,0.07022505173462303,0.2766868243145788,0.18655739089155365,0.028415441583968058,0.057598616050038784,0.30134945442005256,0.09955737873584819,0.21182804003197575,-0.02101183500426187,-0.042339386946636366
0.855327468230694,0.06677951372959759,0.07367062448928592,0.23183364205819837,0.10510707505287277,-0.02923211371794099,-0.16516770183814455,-0.10753539452542843,-0.13819593996472426,-0.23050270960911146,-0.014667082799980979,0.03514277654253601,0.06999878902895443,0.21492426209169868,0.28727321530153493,0.066153684960791,0.1971245979063527,0.12317343546355718,-0.0037189954660051994,0.10133968348253992,0.17626830712002312,-0.02433515521605904,-0.07018192821092706
0.9775171065493646,0.04352245763947956,0.09249169710979357,0.2567268526483099,0.145519468030389,-0.04995895680425408,-0.1350888016160445,-0.16622664691562514,-0.2281130292459642,-0.48516405686539144,0.08853473196356351,-0.019515153228444337,0.012160069850903978,0.10059635602129557,0.32619314027387314,0.01284915854716203,0.133966694996874,0.10561108242818783,0.11639314506712392,0.2438549492118296,0.36472452076074324,0.09627676404542995,-0.10500787839712403
1.099706744868035,-0.05584329399449295,0.05292041000464044,0.16821949549744922,-0.013323812023188575,0.022114813972825914,-0.09841794928048811,-0.38315089352092957,-0.1464737753768153,-0.386237247383369,0.083211415993816,-0.08287770993906352,-0.031642834542734616,-0.018952114295197265,0.10458489752476138,0.03677299792757224,0.1832700180420098,0.025572100344570216,-0.11631856740330053,0.09062290922765809,0.15085378439108105,-0.13455311304233614,-0.12980658507202225
1.2218963831867058,0.09378587261793528,0.10758868377451511,0.05158452427700705,0.09438434901686524,0.04964234328271399,0.038458417124212156,-0.3472822368656638,-0.06126224146147159,-0.31196693973274237,0.05542182259098425,-0.21039845852180114,0.026348936080319085,0.023923983662982297,-0.014518018690501079,0.09904980886163185,0.15119825803671247,-0.2842149528521386,0.007487936969316461,0.030960963682536452,0.07407373950032313,-0.2756522674381349,-0.12234538369574902
1.3440860215053765,0.08808420334263073,0.09034059112219607,0.16627300937515704,0.06657197488424782,0.06760780236732196,-0.1802865949991979,-0.3014290081940692,-0.1000134546098097,-0.2728815203545268,-0.06325614828930168,-0.21701267429780877,0.027323216156007493,0.005541471976188947,-0.08534442901610885,0.12712226816003566,0.11566023715868948,-0.4324130866137998,-0.010439853641738746,0.11380143041277394,0.0962634736791718,-0.1876349811331122,-0.3722950923741357
1.466275659824047,0.015885973107807396,0.20639338838515597,0.1540136397027238,0.04175762341318928,0.06374692342353602,-0.20331381936454762,-0.2893417075130104,-0.003827196128511168,-0.1834613627937943,-0.013028949913842498,-0.3329499002089102,0.021407775616352875,0.12915516695151175,-0.2661856299549712,0.10030438707078661,-0.019305469856357838,-0.12274859185906876,0.16391163727835664,0.2630780967765266,0.019075471457080644,0.008885703342830236,-0.39786644665641246
1.5884652981427174,0.005629904591064602,0.11643156372618375,0.038228476665074534,-0.19048717400802984,0.024571751278250537,-0.2481780671448708,-0.1393725454643926,0.018105929366990698,-0.18085889112502418,-0.24005745097934975,-0.10836404496623343,0.03296340836386077,0.1432705250157203,-0.07998446240793843,0.0007687601817460249,-0.059115832452159484,-0.06373568930783559,0.15519399050601435,0.09799004067863593,0.2088875985987629,0.06767224077827916,-0.09276421092876289
1.710654936461388,-0.009636769281040205,0.21474514465542155,-0.027759241151870465,-0.0969013071893349,0.04254294506372431,-0.058539976582328755,-0.018068842719331252,-0.027118417438612548,-0.16373744544901497,-0.13887768788647947,-0.04700968076684056,0.0021845466247266444,0.23369413201480937,0.0430837548788379,0.059055784140323794,0.11605890010987018,0.02826396055065786,-0.030239920112890346,-0.03971318387995776,0.17216929331418077,-0.13957231474987936,-0.12989121363746692
1.8328445747800588,0.013263682830362084,0.19888659333495523,-0.03229728310563101,-0.19281033037983447,0.07729494894477042,-0.05461724385966505,-0.2723363802158415,-0.02860511866526384,-0.13562893018523697,-0.10122322401299469,0.06906077542111459,0.03650963416381171,0.20343167856357267,0.004328536934298293,0.1582074118850239,0.06970940864263735,0.21967174261920683,-0.0062692171990552815,0.23677578978617334,0.3683031195495653,0.1673243661393987,-0.19111249755880602
1.9550342130987293,0.02006474697585269,0.13716278949487842,0.08191620723307631,-0.14067430749534493,0.07544218683450928,-0.17099466661172855,-0.30743846790794516,-0.11958398495597444,-0.25691176423984036,-0.11939668540786924,-0.02365691706020701,-0.010886886009506817,0.30478169458491033,0.08717870754257519,0.09193221011460115,0.031996593183760066,0.3002520640772457,0.03780705500497107,0.18301896978717339,0.33508771599580633,0.1510314209778627,-0.06590356412642445
2.0772238514173997,0.04116364491401732,0.14028976759526424,0.15293457158272325,-0.06161608155659156,0.1544302633756589,-0.15164660995258336,-0.272016600463861,-0.03729488039864242,-0.21028044500673404,-0.07898834424747597,0.09353537630881358,0.029468245296777263,0.010596280699592448,0.02645476632328,0.06884428732197252,-0.08406805773178083,0.17816357667625204,0.07822563364163383,-0.10875565827658897,0.14298762406727078,0.1802484560476449,-0.2265198852802371
2.19941348973607,0.05352674711094878,0.0851552426144928,0.13345833147030775,-0.02701837424140346,0.0721426284066978,-0.031386819374229956,-0.13668033960878942,-0.018297484906084825,-0.12469809451714027,0.08125413070416805,-0.08503226133755519,0.06495994703343339,0.11792090346610978,0.09215865482490024,0.030346795527388035,0.011551652003952737,0.016707480777310945,0.0970189058682522,-0.024029812835048004,0.12330175318057804,0.13263757121717354,-0.11551583224565438
2.321603128054741,0.12721024044057574,0.005896272108734923,0.10710407677252846,0.010542081914455822,0.10442891300852364,0.06615302540100075,-0.13957813968220145,-0.12273105120368087,-0.08247836017690811,-0.08288876709777405,-0.1480785004428927,0.12107157895691914,0.17657385425769836,0.23721180234261469,0.11791301474819095,0.13423833046479106,-0.012828085184778805,0.2725672945042103,0.06285117755046633,0.022057145412908607,0.16383693359714235,-0.06825334645980743
2.4437927663734116,0.05052036375201387,0.04431139790007525,0.04245762774076218,-0.08337665092025225,0.06231713498312693,0.1706386327930166,0.02961471039309538,-0.03108242254342228,-0.015122415251427162,-0.2825603356034153,-0.16552775203916756,0.08706043450840102,0.12788085268890367,0.10077584462353653,0.09282858512812713,0.1698360142323866,0.019371249869322146,0.2613191159521275,-0.13461057013954852,-0.007578941184030443,0.03700089515769945,0.016265096462537387
2.565982404692082,0.07074541082909133,0.10044370566120252,0.24625902401275224,-0.10096808776764446,0.047497219910385295,0.059744442834931695,0.014798181740898041,0.08342624774381409,-0.25175024145391683,-0.29471562123269396,0.058178754447077395,0.08307773409125037,0.07948715816530755,0.3098905116581722,0.018462545348958616,0.22281805638140195,0.10312731599139029,0.2328546400435562,-0.1160674675577843,0.11752210653369762,0.017548924744331534,0.056552857559930385
2.688172043010753,0.09377516954920997,-0.08166165918380582,0.1681901425204008,-0.06824391466664559,0.09736251589754437,0.1793991411365574,-0.058611772869757,0.299534574702307,-0.2846013239962914,-0.2976256318578884,0.23196245875733093,0.16154868213299586,0.06961572204924038,0.28948543685038863,0.05829393713126575,0.34677070586392855,0.3376477059282105,0.031828439181524455,-0.019383089697958506,0.19136748204206547,-0.1565617284617263,0.06371256852181574
2.8103616813294234,0.08130585434148278,0.1842939811442996,0.17004974524682392,-0.03688708734665002,-0.01864559893584063,0.20982853280013875,-0.15224437918114123,0.15448020611397853,-0.28570280706345447,-0.17900596717345024,0.10613331060747137,0.10510219274785644,0.1715634727563839,0.2326038903292236,0.052596209025952446,0.252300781105301,0.35610080588875703,0.16111343153656543,0.05407720899957677,0.3053164613893774,-0.049011424127414445,0.218437552327895
